"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Slc38a3",0,2.48934193378908,0.99,0.697,0,"0","Slc38a3"
"Mmp15",0,2.08265481936854,0.985,0.715,0,"0","Mmp15"
"Calcrl",0,2.33620743331586,0.979,0.834,0,"0","Calcrl"
"Pdgfra",0,2.21534487198478,1,0.883,0,"0","Pdgfra"
"Ednrb",0,2.1610005688226,0.987,0.875,0,"0","Ednrb"
"Cspg4",0,2.04490284323706,0.998,0.889,0,"0","Cspg4"
"Lhfpl3",0,1.80736226478803,0.983,0.878,0,"0","Lhfpl3"
"Xylt1",0,1.76115043943127,0.986,0.918,0,"0","Xylt1"
"Emid1",0,2.0764554201755,0.96,0.898,0,"0","Emid1"
"Matn4",0,1.90658262022651,0.982,0.949,0,"0","Matn4"
"Serpine2",0,1.92889491696473,0.997,0.968,0,"0","Serpine2"
"Myt1",0,1.90179395601211,0.998,0.97,0,"0","Myt1"
"Pcdh15",0,1.80142205505004,1,0.977,0,"0","Pcdh15"
"Epn2",0,1.58902056590223,0.999,0.979,0,"0","Epn2"
"Cspg5",0,1.52546740490589,0.999,0.988,0,"0","Cspg5"
"Bcan",0,1.43426951959967,1,0.997,0,"0","Bcan"
"Ptprz1",0,1.79910305525614,1,0.998,0,"0","Ptprz1"
"Gpc5",5.82995025028028e-308,2.00561799932687,0.968,0.733,1.16599005005606e-304,"0","Gpc5"
"Tril",2.41164941926328e-288,2.2886765153733,0.964,0.759,4.82329883852657e-285,"0","Tril"
"Zfp36l1",6.66900104171138e-286,2.20237063410448,0.964,0.821,1.33380020834228e-282,"0","Zfp36l1"
"Bmp7",1.96468088041407e-276,2.31507570521668,0.941,0.597,3.92936176082814e-273,"0","Bmp7"
"Gpr37l1",1.53554390458453e-274,1.58517303884115,0.979,0.64,3.07108780916906e-271,"0","Gpr37l1"
"Mtss2",1.68855801887237e-272,1.28761216294503,0.99,0.942,3.37711603774475e-269,"0","Mtss2"
"Fabp7",2.40436598676264e-271,1.89832535090408,0.956,0.911,4.80873197352529e-268,"0","Fabp7"
"Npas1",2.47483646558914e-267,2.17064974397773,0.934,0.774,4.94967293117829e-264,"0","Npas1"
"Cdca7",1.89135261625038e-265,1.41250262040997,0.906,0.603,3.78270523250076e-262,"0","Cdca7"
"Pid1",9.57968493480545e-263,1.59810060178871,0.979,0.832,1.91593698696109e-259,"0","Pid1"
"Gria2",8.94210248991573e-262,1.04417517884669,1,0.987,1.78842049798315e-258,"0","Gria2"
"Caskin2",1.12756313163678e-257,1.93424002339434,0.933,0.746,2.25512626327356e-254,"0","Caskin2"
"Mfsd2a",1.44020004499768e-256,2.05325929511716,0.937,0.714,2.88040008999535e-253,"0","Mfsd2a"
"Adamts9",2.32223837952814e-256,1.91660638035606,0.914,0.848,4.64447675905628e-253,"0","Adamts9"
"Apbb1ip",1.60986696563614e-255,2.26516816362762,0.891,0.372,3.21973393127227e-252,"0","Apbb1ip"
"Sulf2",4.70055830948188e-254,1.35187879044602,0.997,0.832,9.40111661896376e-251,"0","Sulf2"
"Atp1a2",1.10394875963356e-251,1.48664546569472,0.975,0.894,2.20789751926713e-248,"0","Atp1a2"
"Foxj1",1.01290309619264e-248,1.84701731437759,0.904,0.354,2.02580619238528e-245,"0","Foxj1"
"Rgcc",6.94565212296129e-244,1.92114236088572,0.941,0.915,1.38913042459226e-240,"0","Rgcc"
"Plppr5",5.14482675511528e-243,1.4099482486135,0.992,0.971,1.02896535102306e-239,"0","Plppr5"
"Cntn1",1.9241076330107e-239,1.00801314901655,0.999,0.995,3.8482152660214e-236,"0","Cntn1"
"Nova1",1.46006230066512e-238,1.7209096711336,0.978,0.608,2.92012460133024e-235,"0","Nova1"
"Gria3",7.9995596798064e-236,1.27023401018587,0.999,0.927,1.59991193596128e-232,"0","Gria3"
"Pcdh11x",1.05565033017276e-235,1.74831923418209,0.964,0.612,2.11130066034551e-232,"0","Pcdh11x"
"Ntrk3",2.81966040213252e-234,1.10416579617543,1,0.943,5.63932080426504e-231,"0","Ntrk3"
"C1ql1",4.10982930926621e-228,1.65970413814724,0.947,0.814,8.21965861853242e-225,"0","C1ql1"
"Slc7a10",3.63949788720261e-227,2.62001302379331,0.867,0.582,7.27899577440522e-224,"0","Slc7a10"
"Zeb1",1.56863694133981e-221,1.91845568738271,0.916,0.692,3.13727388267962e-218,"0","Zeb1"
"Itgav",3.74302696082411e-220,1.98883453069599,0.956,0.598,7.48605392164821e-217,"0","Itgav"
"Lrrtm4",2.41535031978662e-218,1.16106718847041,1,0.864,4.83070063957324e-215,"0","Lrrtm4"
"Gpr17",7.85686401496567e-218,0.733668478404808,0.998,0.898,1.57137280299313e-214,"0","Gpr17"
"Acsbg1",1.21055063829163e-216,1.6298978598563,0.856,0.409,2.42110127658327e-213,"0","Acsbg1"
"Has2",1.65582534098358e-214,2.44602624364724,0.828,0.346,3.31165068196716e-211,"0","Has2"
"Vcan",4.01362520034069e-214,1.52614696376122,0.95,0.916,8.02725040068137e-211,"0","Vcan"
"Gm2a",1.58102787043171e-212,1.87806393808073,0.937,0.634,3.16205574086343e-209,"0","Gm2a"
"Luzp2",3.48609842995247e-206,1.59630562463194,0.975,0.822,6.97219685990493e-203,"0","Luzp2"
"Plppr1",5.81868791907766e-206,1.40781658899475,0.99,0.859,1.16373758381553e-202,"0","Plppr1"
"Abhd2",1.00597817931556e-205,1.23864058006215,0.981,0.805,2.01195635863112e-202,"0","Abhd2"
"Slc6a1",8.35048746740238e-205,1.06358608197975,0.999,0.898,1.67009749348048e-201,"0","Slc6a1"
"Traf4",4.34930383780321e-201,1.62543522850659,0.955,0.906,8.69860767560643e-198,"0","Traf4"
