"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pdgfra",0,2.54397033614606,0.998,0.652,0,"0","Pdgfra"
"Matn4",0,2.40180810103732,0.999,0.745,0,"0","Matn4"
"Cspg5",0,2.3341963621613,0.993,0.792,0,"0","Cspg5"
"Myt1",0,2.11855976426001,0.998,0.81,0,"0","Myt1"
"Ptprz1",0,2.22134762188483,1,0.846,0,"0","Ptprz1"
"Pcdh15",0,2.13869262511516,1,0.846,0,"0","Pcdh15"
"Bcan",3.16209834873297e-305,1.86437252360384,1,0.751,6.32419669746595e-302,"0","Bcan"
"Baiap3",3.23541616644751e-294,1.29463707579065,0.935,0.313,6.47083233289503e-291,"0","Baiap3"
"Atp1a2",3.20759886769714e-291,2.22675884378236,0.998,0.801,6.41519773539428e-288,"0","Atp1a2"
"Mtss2",5.53568233065486e-291,1.99351727985017,0.993,0.754,1.10713646613097e-287,"0","Mtss2"
"Lhfpl3",2.10063838105797e-283,2.27654866440767,0.991,0.798,4.20127676211595e-280,"0","Lhfpl3"
"Mmp15",2.45484871508218e-278,2.40667641407232,0.973,0.759,4.90969743016435e-275,"0","Mmp15"
"Cspg4",4.05924548620699e-273,2.02617280702514,0.971,0.524,8.11849097241397e-270,"0","Cspg4"
"Serpine2",4.98719455959202e-273,2.19159941613014,0.972,0.822,9.97438911918403e-270,"0","Serpine2"
"Xylt1",2.30486286054835e-272,2.07239764733906,0.985,0.735,4.6097257210967e-269,"0","Xylt1"
"Emid1",3.44812152650888e-270,2.04331955046825,0.982,0.53,6.89624305301775e-267,"0","Emid1"
"Lrp1",4.32306824858978e-260,1.75741932491284,0.987,0.796,8.64613649717956e-257,"0","Lrp1"
"Etv4",6.28515243063521e-251,2.29579513561732,0.963,0.464,1.25703048612704e-247,"0","Etv4"
"Rgcc",1.03215048341423e-248,2.05638003812303,0.978,0.648,2.06430096682846e-245,"0","Rgcc"
"Spry1",8.53818106692621e-244,2.3921155259362,0.953,0.57,1.70763621338524e-240,"0","Spry1"
"Mki67",3.46193245839644e-239,0.695912424165333,0.918,0.35,6.92386491679289e-236,"0","Mki67"
"Vegfa",1.33719221935242e-238,2.19863083380637,0.985,0.67,2.67438443870484e-235,"0","Vegfa"
"Gpc5",1.73378899966933e-231,1.933315827303,0.946,0.672,3.46757799933867e-228,"0","Gpc5"
"C1ql1",1.10831500494167e-229,1.95429632220843,0.953,0.661,2.21663000988333e-226,"0","C1ql1"
"Vcan",4.75268509113359e-229,1.74409173199965,0.986,0.611,9.50537018226717e-226,"0","Vcan"
"Exo1",2.36746222056997e-228,1.19121158338325,0.922,0.442,4.73492444113995e-225,"0","Exo1"
"Smoc2",4.75660691403836e-228,1.52100140475969,0.919,0.403,9.51321382807672e-225,"0","Smoc2"
"Syt10",1.69628150767166e-216,1.22519133544143,0.945,0.643,3.39256301534332e-213,"0","Syt10"
"Kank2",1.70921001003146e-216,0.544650657564587,0.963,0.633,3.41842002006292e-213,"0","Kank2"
"Uhrf1",7.90614938903372e-216,1.04389773048208,0.862,0.37,1.58122987780674e-212,"0","Uhrf1"
"Otx1",9.05120211728911e-215,2.00256158825655,0.806,0.278,1.81024042345782e-211,"0","Otx1"
"Slc38a3",4.77647370614718e-213,2.084993316839,0.925,0.609,9.55294741229436e-210,"0","Slc38a3"
"Adm",5.60720172777471e-211,2.60836743354134,0.88,0.497,1.12144034555494e-207,"0","Adm"
"Dner",1.28177964629147e-210,2.2055566392276,0.957,0.668,2.56355929258293e-207,"0","Dner"
"Calcrl",5.0806703843128e-208,2.09250079261469,0.908,0.601,1.01613407686256e-204,"0","Calcrl"
"Spry4",8.6494754899423e-208,2.18408104176035,0.897,0.429,1.72989509798846e-204,"0","Spry4"
"Ntrk3",1.52423261183537e-205,1.80038407768001,0.964,0.763,3.04846522367073e-202,"0","Ntrk3"
"Celf6",1.34701826308408e-204,1.04570017681221,0.921,0.356,2.69403652616816e-201,"0","Celf6"
"Tafa1",1.44000212514191e-204,1.89338159184158,0.876,0.409,2.88000425028382e-201,"0","Tafa1"
"Dnah9",1.482048069025e-196,1.28770963605312,0.896,0.429,2.96409613805e-193,"0","Dnah9"
"Inhba",3.27935850662534e-194,1.89217574650598,0.924,0.527,6.55871701325068e-191,"0","Inhba"
"Pcdh18",6.83524013752732e-194,0.889988171658973,0.87,0.343,1.36704802750546e-190,"0","Pcdh18"
"Megf11",1.12426773541233e-193,2.21053511339963,0.911,0.591,2.24853547082465e-190,"0","Megf11"
"Unc13c",1.51675379728967e-193,2.0206430414628,0.912,0.487,3.03350759457933e-190,"0","Unc13c"
"Gpr37l1",2.38211806165706e-193,1.55089317852056,0.965,0.75,4.76423612331412e-190,"0","Gpr37l1"
"Zeb1",2.58399348477042e-192,2.05798340904656,0.946,0.755,5.16798696954085e-189,"0","Zeb1"
"Pid1",6.66401315942209e-192,1.82504052165438,0.938,0.7,1.33280263188442e-188,"0","Pid1"
"Mgat5b",4.17512977255396e-189,1.90574669886156,0.953,0.73,8.35025954510792e-186,"0","Mgat5b"
"Bend6",9.43657550959129e-189,1.76903518052864,0.943,0.547,1.88731510191826e-185,"0","Bend6"
"Col18a1",2.28980722294781e-184,2.34408427131323,0.8,0.49,4.57961444589562e-181,"0","Col18a1"
"Has2",5.70464252923489e-184,1.79966849282193,0.827,0.35,1.14092850584698e-180,"0","Has2"
"Gpr17",8.72358890167195e-184,0.938024092769538,1,0.857,1.74471778033439e-180,"0","Gpr17"
"Plcd4",3.69892157750005e-183,2.22257884538579,0.86,0.418,7.39784315500009e-180,"0","Plcd4"
"Spon1",5.14058384943196e-182,1.71154037539704,0.936,0.618,1.02811676988639e-178,"0","Spon1"
"Abhd2",1.08219642381996e-181,1.62457544911654,0.957,0.773,2.16439284763991e-178,"0","Abhd2"
"Lhx2",3.12745571266361e-180,1.47316870258855,0.852,0.446,6.25491142532723e-177,"0","Lhx2"
"Midn",8.74797960551465e-178,1.96537310375914,0.924,0.762,1.74959592110293e-174,"0","Midn"
"Agap2",1.20110115540783e-177,1.73018158945024,0.971,0.716,2.40220231081565e-174,"0","Agap2"
"Bcl6",5.45727547177767e-176,2.24989381940166,0.882,0.474,1.09145509435553e-172,"0","Bcl6"
"Tnc",1.17728887356626e-173,2.21578457250732,0.846,0.484,2.35457774713253e-170,"0","Tnc"
"Gsap",1.43013233620041e-170,2.10903455721535,0.834,0.411,2.86026467240083e-167,"0","Gsap"
"Col24a1",1.87149299912048e-170,0.92772366180781,0.881,0.505,3.74298599824096e-167,"0","Col24a1"
"Ptprn",1.3874543651401e-169,1.65191448545095,0.988,0.79,2.77490873028021e-166,"0","Ptprn"
"Pik3cd",1.83834483085539e-169,0.827532878521936,0.951,0.665,3.67668966171078e-166,"0","Pik3cd"
"Zfp36l1",3.28214252122345e-169,2.36681994577874,0.87,0.657,6.56428504244689e-166,"0","Zfp36l1"
"Tacc2",4.42485796979754e-169,1.82358610046609,0.908,0.638,8.84971593959509e-166,"0","Tacc2"
"Tnr",9.77006019489635e-169,1.14730848760149,0.994,0.81,1.95401203897927e-165,"0","Tnr"
"Lrrfip1",1.20784492144614e-168,1.69184521136265,0.982,0.767,2.41568984289228e-165,"0","Lrrfip1"
