"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Emid1",0,2.26729107426177,0.993,0.609,0,"0","Emid1"
"Thbs4",0,2.08532840847427,0.975,0.595,0,"0","Thbs4"
"Pdgfra",0,2.52834364979463,0.995,0.765,0,"0","Pdgfra"
"Bcan",0,1.96493257765066,1,0.789,0,"0","Bcan"
"Cspg5",0,2.25235125404787,0.995,0.785,0,"0","Cspg5"
"Xylt1",0,2.13947121138666,0.988,0.788,0,"0","Xylt1"
"Lhfpl3",0,2.31305005910837,0.986,0.797,0,"0","Lhfpl3"
"Pcdh15",0,2.06789734910054,1,0.817,0,"0","Pcdh15"
"Matn4",0,2.27315748369738,0.991,0.813,0,"0","Matn4"
"Mtss2",0,1.9963687231305,0.992,0.814,0,"0","Mtss2"
"Cspg4",0,2.34426294464787,0.985,0.818,0,"0","Cspg4"
"Myt1",0,2.22009720267771,0.993,0.827,0,"0","Myt1"
"Atp1a2",0,1.93945776021329,0.994,0.841,0,"0","Atp1a2"
"Ptprz1",0,2.31370197261839,1,0.858,0,"0","Ptprz1"
"Vcan",9.07177298231391e-307,2.13768726504053,0.995,0.684,1.81435459646278e-303,"0","Vcan"
"Adm",3.84121311388778e-306,2.56170418856176,0.94,0.595,7.68242622777556e-303,"0","Adm"
"Uhrf1",2.3109836916484e-303,1.41699183301338,0.953,0.502,4.6219673832968e-300,"0","Uhrf1"
"Serpine2",2.70834925709473e-293,1.88731551927751,0.968,0.798,5.41669851418946e-290,"0","Serpine2"
"Exo1",4.03356123308239e-293,1.09439518967723,0.961,0.737,8.06712246616479e-290,"0","Exo1"
"Cldn5",3.89330379019363e-290,1.4430232917962,0.97,0.505,7.78660758038726e-287,"0","Cldn5"
"Lrp1",1.91684265873062e-279,1.58752645480065,0.986,0.82,3.83368531746124e-276,"0","Lrp1"
"Gpc5",3.89129789797049e-268,1.94094015051957,0.95,0.696,7.78259579594098e-265,"0","Gpc5"
"C1ql1",2.21549591533431e-263,2.03960102825462,0.956,0.818,4.43099183066863e-260,"0","C1ql1"
"Tnr",3.67864251716971e-257,1.5297660445257,0.997,0.824,7.35728503433943e-254,"0","Tnr"
"Pid1",1.19327980870448e-256,1.91546106446072,0.956,0.699,2.38655961740896e-253,"0","Pid1"
