"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pdgfra",0,1.83369464968467,1,0.892,0,"0","Pdgfra"
"Pcdh15",0,1.6158503705206,1,0.974,0,"0","Pcdh15"
"Epn2",4.88705449831322e-281,1.37817846009008,1,0.98,9.77410899662644e-278,"0","Epn2"
"Cspg4",6.2795116633811e-276,1.75290394544077,0.998,0.887,1.25590233267622e-272,"0","Cspg4"
"Myt1",2.32160645793622e-275,1.61715259351037,0.997,0.967,4.64321291587244e-272,"0","Myt1"
"Ptprz1",2.21916592899061e-268,1.3470897619275,1,0.996,4.43833185798122e-265,"0","Ptprz1"
"Bcan",1.53743755413752e-258,1.18075409823908,1,0.996,3.07487510827504e-255,"0","Bcan"
"Serpine2",6.22597679538875e-257,1.59426641859473,0.998,0.967,1.24519535907775e-253,"0","Serpine2"
"Emid1",1.51754588677629e-250,1.83498851687822,0.979,0.902,3.03509177355259e-247,"0","Emid1"
"Slc38a3",1.15120943272172e-248,1.85964360943464,0.995,0.744,2.30241886544343e-245,"0","Slc38a3"
"Matn4",3.81891833980981e-245,1.68154710400814,0.993,0.944,7.63783667961962e-242,"0","Matn4"
"Cspg5",4.69898737662547e-244,1.2619784976604,0.999,0.988,9.39797475325094e-241,"0","Cspg5"
"Calcrl",6.48372740021196e-239,1.9356864281842,0.988,0.835,1.29674548004239e-235,"0","Calcrl"
"Xylt1",2.02509041162939e-228,1.47527179126767,0.99,0.917,4.05018082325878e-225,"0","Xylt1"
"Caskin2",1.49499041586542e-227,1.87790397827212,0.963,0.765,2.98998083173083e-224,"0","Caskin2"
"Mmp15",4.2700112297172e-225,1.61159427316093,0.981,0.74,8.5400224594344e-222,"0","Mmp15"
"Ednrb",1.85034431388989e-215,1.66968744777361,0.988,0.891,3.70068862777977e-212,"0","Ednrb"
"Lhfpl3",5.42562382123687e-212,1.50386387045181,0.982,0.885,1.08512476424737e-208,"0","Lhfpl3"
"Zfp36l1",1.12424292051587e-208,1.83765211729805,0.979,0.825,2.24848584103175e-205,"0","Zfp36l1"
"Bmp7",9.39275535544057e-203,1.9606330549352,0.952,0.644,1.87855107108811e-199,"0","Bmp7"
