"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Apobec1",0,2.12388092680897,0.932,0.323,0,"0","Apobec1"
"Gpnmb",0,2.8934092361484,0.879,0.333,0,"0","Gpnmb"
"Oprk1",0,1.35933877542779,0.934,0.485,0,"0","Oprk1"
"Plcd4",0,1.67637074528796,0.904,0.51,0,"0","Plcd4"
"Calcrl",0,2.69526624812054,0.936,0.587,0,"0","Calcrl"
"Emid1",0,2.40804204956298,0.982,0.642,0,"0","Emid1"
"Neu4",0,2.26277035988258,0.988,0.671,0,"0","Neu4"
"Slc13a5",0,2.52144139691347,0.916,0.613,0,"0","Slc13a5"
"Pid1",0,2.12960372469716,0.971,0.701,0,"0","Pid1"
"Lhfpl3",0,2.70537325229024,0.982,0.752,0,"0","Lhfpl3"
"Pdgfra",0,2.33111424404468,0.995,0.776,0,"0","Pdgfra"
"C1ql1",0,2.34303699500045,0.967,0.75,0,"0","C1ql1"
"Itga9",0,2.33393683588608,0.939,0.736,0,"0","Itga9"
"Gpc5",0,2.17743583019882,0.946,0.754,0,"0","Gpc5"
"Cspg5",0,1.91556204873936,0.983,0.801,0,"0","Cspg5"
"Matn4",0,2.38186953947084,0.998,0.83,0,"0","Matn4"
"Lrp1",0,1.8253319113861,0.993,0.829,0,"0","Lrp1"
"Cspg4",0,2.3382577908309,0.982,0.822,0,"0","Cspg4"
"Tnr",0,1.80322639059021,0.998,0.85,0,"0","Tnr"
"Xylt1",0,1.93524598683473,0.975,0.83,0,"0","Xylt1"
"Serpine2",0,1.90268616414679,0.969,0.827,0,"0","Serpine2"
"Gpr17",0,1.48523444774518,0.997,0.869,0,"0","Gpr17"
"Atp1a2",0,1.73008024302516,0.985,0.861,0,"0","Atp1a2"
"Pcdh15",0,2.18209333751185,1,0.876,0,"0","Pcdh15"
"Bcan",0,1.99725188679904,1,0.883,0,"0","Bcan"
"Ptprz1",0,2.08935569929034,0.999,0.906,0,"0","Ptprz1"
"Ecrg4",1.78659726115124e-304,1.91489231869145,0.859,0.374,3.57319452230249e-301,"0","Ecrg4"
"Spry1",1.40608365543061e-302,2.61812844598451,0.906,0.664,2.81216731086122e-299,"0","Spry1"
"Ntrk3",1.31573612403207e-299,1.71295395518205,0.975,0.838,2.63147224806413e-296,"0","Ntrk3"
"Col18a1",1.31378674499984e-296,2.3461139779863,0.902,0.633,2.62757348999969e-293,"0","Col18a1"
"Mmp15",8.20600658027593e-293,1.9007386813044,0.931,0.749,1.64120131605519e-289,"0","Mmp15"
"Pla2g3",1.31292666488485e-286,1.19462601421788,0.924,0.606,2.62585332976971e-283,"0","Pla2g3"
"Cyp26b1",2.91281996977702e-286,1.57019070069967,0.914,0.506,5.82563993955404e-283,"0","Cyp26b1"
"Pnlip",1.89426799823448e-283,3.1546196690072,0.807,0.417,3.78853599646897e-280,"0","Pnlip"
"Grid2ip",1.24905750902661e-276,2.03892968098245,0.929,0.765,2.49811501805322e-273,"0","Grid2ip"
"Maf",2.00013589724632e-271,1.35049798666288,0.916,0.695,4.00027179449264e-268,"0","Maf"
"Elfn1",2.63412149690868e-265,2.48586333971529,0.883,0.512,5.26824299381736e-262,"0","Elfn1"
"Echdc2",1.13968450612027e-262,1.87373091637954,0.913,0.587,2.27936901224055e-259,"0","Echdc2"
"Has2",1.92998228009947e-262,2.37359465821548,0.836,0.446,3.85996456019893e-259,"0","Has2"
"Pparg",4.31050646495578e-262,0.599007511764379,0.951,0.564,8.62101292991157e-259,"0","Pparg"
"Mc4r",9.49104608728098e-262,1.49172537047669,0.914,0.561,1.8982092174562e-258,"0","Mc4r"
"Lef1",4.66445966223139e-260,1.40408288689347,0.86,0.509,9.32891932446279e-257,"0","Lef1"
"Plppr5",3.18153415266392e-255,1.6967059532815,0.932,0.803,6.36306830532784e-252,"0","Plppr5"
"Dbx2",8.94288512101486e-245,1.47367241252132,0.903,0.601,1.78857702420297e-241,"0","Dbx2"
"Olfm2",5.97779200526226e-241,1.96827767462587,0.918,0.685,1.19555840105245e-237,"0","Olfm2"
"Farp1",1.26622270077704e-235,1.92432633864362,0.962,0.8,2.53244540155408e-232,"0","Farp1"
"Hgf",6.06183976660672e-235,0.806776953192809,0.926,0.49,1.21236795332134e-231,"0","Hgf"
"Vegfa",1.49899388720476e-234,1.87163719312791,0.95,0.693,2.99798777440952e-231,"0","Vegfa"
"Adamts10",1.43469243341905e-233,1.8063861820896,0.955,0.707,2.8693848668381e-230,"0","Adamts10"
"Ptprn",5.20845910691101e-218,1.65181418328566,0.983,0.846,1.0416918213822e-214,"0","Ptprn"
"Hes5",2.55671764757219e-214,2.44872018074349,0.861,0.702,5.11343529514438e-211,"0","Hes5"
"Pcdh18",1.25183855393483e-213,0.331933485443074,0.863,0.449,2.50367710786966e-210,"0","Pcdh18"
"Fkbp10",1.71482308275257e-213,0.967989287908007,0.77,0.356,3.42964616550515e-210,"0","Fkbp10"
"Adm",3.66688429053127e-212,2.19384594441382,0.835,0.543,7.33376858106253e-209,"0","Adm"
"Dhrs3",1.3769765823997e-210,0.768168149061372,0.944,0.468,2.7539531647994e-207,"0","Dhrs3"
"Adarb2",5.43184402084681e-205,1.34320872883993,0.919,0.634,1.08636880416936e-201,"0","Adarb2"
"Nnat",7.07854888371468e-204,2.07385020507158,0.891,0.74,1.41570977674294e-200,"0","Nnat"
"Slc7a10",1.19244038666492e-202,2.08329509397893,0.883,0.739,2.38488077332984e-199,"0","Slc7a10"
"Brinp1",1.0438738476054e-199,1.68617143778822,0.953,0.791,2.08774769521079e-196,"0","Brinp1"
"Adcyap1r1",6.06147086048489e-198,1.60885639535582,0.922,0.745,1.21229417209698e-194,"0","Adcyap1r1"
"Podn",4.24213247797753e-196,1.4035613805125,0.862,0.57,8.48426495595505e-193,"0","Podn"
"Rasgrp2",1.90978998130952e-192,1.7740036752491,0.878,0.469,3.81957996261904e-189,"0","Rasgrp2"
"Ano1",2.11411567794135e-186,1.85967225654076,0.873,0.612,4.2282313558827e-183,"0","Ano1"
"Slc6a1",5.07774483273082e-186,1.13262296128718,0.98,0.86,1.01554896654616e-182,"0","Slc6a1"
"Kcnip1",5.64131576470159e-185,1.9701566314318,0.845,0.462,1.12826315294032e-181,"0","Kcnip1"
"Kcnc3",3.76839942034891e-184,1.77711516198096,0.936,0.708,7.53679884069783e-181,"0","Kcnc3"
"Spry4",7.35497420823623e-183,2.31377776157033,0.818,0.685,1.47099484164725e-179,"0","Spry4"
"Ramp1",1.37577370816418e-182,1.76931124186977,0.909,0.728,2.75154741632835e-179,"0","Ramp1"
"Ccbe1",1.23763393277686e-181,1.71519110392548,0.831,0.472,2.47526786555372e-178,"0","Ccbe1"
"Bves",3.85207049906061e-181,1.91099214788011,0.788,0.46,7.70414099812121e-178,"0","Bves"
"Cdh6",1.38035976289216e-180,1.94458461994792,0.881,0.656,2.76071952578433e-177,"0","Cdh6"
"Lrrtm3",3.4687714677199e-178,1.68222495205584,0.927,0.688,6.93754293543981e-175,"0","Lrrtm3"
"Agap2",9.56196838611581e-176,1.32407215387125,0.957,0.795,1.91239367722316e-172,"0","Agap2"
"Cacng5",2.69578650747166e-174,1.51968063692582,0.857,0.654,5.39157301494332e-171,"0","Cacng5"
"Strip2",3.97173356679299e-174,1.26167869096061,0.873,0.498,7.94346713358597e-171,"0","Strip2"
