"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pdgfra",0,2.46943455444042,0.997,0.657,0,"0","Pdgfra"
"Ptprz1",0,2.15982081174645,1,0.848,0,"0","Ptprz1"
"Pcdh15",0,2.10028172475297,1,0.848,0,"0","Pcdh15"
"Cspg5",6.12538861711542e-305,2.262506673156,0.995,0.794,1.22507772342308e-301,"0","Cspg5"
"Matn4",3.56453395800095e-296,2.36109589172707,0.999,0.749,7.12906791600189e-293,"0","Matn4"
"Myt1",1.62191861656348e-285,2.0573502854563,0.997,0.813,3.24383723312697e-282,"0","Myt1"
"Baiap3",1.15403523615786e-281,1.31774630467022,0.943,0.32,2.30807047231573e-278,"0","Baiap3"
"Bcan",1.14141902653739e-279,1.81073405757,1,0.754,2.28283805307478e-276,"0","Bcan"
"Mtss2",2.17323268746681e-265,1.91470384229645,0.994,0.758,4.34646537493363e-262,"0","Mtss2"
"Lhfpl3",2.55807158676739e-264,2.22177487326684,0.992,0.801,5.11614317353478e-261,"0","Lhfpl3"
"Atp1a2",1.62810911379504e-259,2.02561024335653,0.999,0.804,3.25621822759009e-256,"0","Atp1a2"
"Mmp15",9.03300818061799e-259,2.33684549508592,0.977,0.762,1.8066016361236e-255,"0","Mmp15"
"Cspg4",5.81256136206518e-252,1.96113691738639,0.972,0.531,1.16251227241304e-248,"0","Cspg4"
"Xylt1",7.90582325774589e-249,2.01551138716515,0.985,0.739,1.58116465154918e-245,"0","Xylt1"
"Emid1",4.66128990612097e-247,1.94303264392602,0.984,0.537,9.32257981224194e-244,"0","Emid1"
"Serpine2",3.12862817992035e-245,1.91039937034531,0.971,0.824,6.2572563598407e-242,"0","Serpine2"
"Lrp1",6.28053735328602e-235,1.69077323843957,0.987,0.799,1.2561074706572e-231,"0","Lrp1"
"Etv4",3.74378470698512e-232,2.237810166139,0.965,0.471,7.48756941397025e-229,"0","Etv4"
"Vegfa",4.03427185520388e-231,2.15678446984319,0.992,0.674,8.06854371040776e-228,"0","Vegfa"
"Rgcc",9.88110433878215e-230,2.01049760281275,0.98,0.652,1.97622086775643e-226,"0","Rgcc"
"Spry1",2.35476242819212e-222,2.26725578459169,0.956,0.575,4.70952485638424e-219,"0","Spry1"
"Mki67",5.52591875624802e-222,0.743743927584092,0.919,0.358,1.1051837512496e-218,"0","Mki67"
"C1ql1",2.79675863651094e-214,1.9400305597699,0.954,0.665,5.59351727302188e-211,"0","C1ql1"
"Exo1",1.29473727380935e-213,1.08016351474056,0.928,0.448,2.58947454761871e-210,"0","Exo1"
"Smoc2",3.11754048632733e-213,1.3780810518013,0.92,0.41,6.23508097265465e-210,"0","Smoc2"
"Gpc5",3.29286769147868e-211,1.86626981490831,0.948,0.676,6.58573538295736e-208,"0","Gpc5"
"Slc38a3",1.89376398246397e-206,2.07302297336057,0.934,0.612,3.78752796492793e-203,"0","Slc38a3"
"Vcan",5.2361920618143e-206,1.68174092391146,0.986,0.617,1.04723841236286e-202,"0","Vcan"
"Adm",3.96318479020005e-203,2.45717835580535,0.889,0.501,7.92636958040009e-200,"0","Adm"
"Calcrl",4.43450696237849e-202,2.09214865050888,0.922,0.603,8.86901392475698e-199,"0","Calcrl"
"Dner",5.19616314941833e-202,2.18366135086303,0.963,0.671,1.03923262988367e-198,"0","Dner"
"Syt10",1.28318912739351e-200,1.15555730563997,0.947,0.647,2.56637825478701e-197,"0","Syt10"
"Kank2",9.60234472952089e-199,0.528837591501963,0.966,0.637,1.92046894590418e-195,"0","Kank2"
"Otx1",1.43541083937259e-197,1.92169175529157,0.809,0.285,2.87082167874519e-194,"0","Otx1"
"Uhrf1",1.21072282090691e-195,1.04925979557427,0.86,0.377,2.42144564181381e-192,"0","Uhrf1"
"Spry4",5.00391056451507e-193,2.1799010066897,0.9,0.435,1.00078211290301e-189,"0","Spry4"
"Zeb1",1.55715199377643e-188,2.06112468422853,0.961,0.756,3.11430398755286e-185,"0","Zeb1"
"Celf6",5.96156149688394e-188,1.08177241437905,0.92,0.364,1.19231229937679e-184,"0","Celf6"
"Tafa1",8.1139334573875e-187,1.83834315823983,0.881,0.415,1.6227866914775e-183,"0","Tafa1"
"Ntrk3",1.51831544178161e-185,1.68332869909547,0.967,0.765,3.03663088356322e-182,"0","Ntrk3"
"Inhba",1.10846982719802e-184,1.74172256042543,0.937,0.53,2.21693965439605e-181,"0","Inhba"
"Mgat5b",2.77922171773628e-182,1.96115317553026,0.961,0.732,5.55844343547257e-179,"0","Mgat5b"
"Col18a1",1.27881281888025e-181,2.31488749954731,0.82,0.491,2.55762563776049e-178,"0","Col18a1"
"Gpr37l1",3.04619243499999e-180,1.52333046556333,0.968,0.752,6.09238486999999e-177,"0","Gpr37l1"
"Pid1",1.27630487598106e-178,1.77820645511251,0.941,0.703,2.55260975196213e-175,"0","Pid1"
"Unc13c",1.45405859504178e-178,1.87691526085767,0.915,0.492,2.90811719008355e-175,"0","Unc13c"
"Spon1",4.43297840602533e-177,1.71147745329417,0.946,0.621,8.86595681205066e-174,"0","Spon1"
"Megf11",1.7476700067085e-176,2.1409765622095,0.912,0.595,3.49534001341699e-173,"0","Megf11"
"Dnah9",2.69212453278065e-175,1.20204092285327,0.894,0.436,5.3842490655613e-172,"0","Dnah9"
"Pcdh18",3.08464797263509e-175,0.854522303425484,0.874,0.35,6.16929594527019e-172,"0","Pcdh18"
"Bend6",8.30143120735827e-174,1.71995657618451,0.946,0.553,1.66028624147165e-170,"0","Bend6"
"Gpr17",5.46351721404595e-171,0.917242470082148,1,0.86,1.09270344280919e-167,"0","Gpr17"
"Has2",1.8297342541265e-167,1.67649938509847,0.828,0.357,3.65946850825301e-164,"0","Has2"
"Bcl6",7.13490045298208e-167,2.13081690649817,0.895,0.478,1.42698009059642e-163,"0","Bcl6"
"Plcd4",1.46836346486078e-166,2.07137585040744,0.858,0.425,2.93672692972157e-163,"0","Plcd4"
"Abhd2",6.07097204360759e-164,1.58515239396838,0.957,0.775,1.21419440872152e-160,"0","Abhd2"
"Lrrfip1",2.65272409688977e-163,1.69635148702899,0.985,0.77,5.30544819377954e-160,"0","Lrrfip1"
"Midn",3.50886201830591e-163,1.89542393773575,0.925,0.764,7.01772403661182e-160,"0","Midn"
"Agap2",3.7878427993147e-162,1.68572979905124,0.971,0.719,7.5756855986294e-159,"0","Agap2"
"Lhx2",4.28575886062182e-161,1.25788200086006,0.848,0.452,8.57151772124364e-158,"0","Lhx2"
"Mfge8",8.95970668298586e-159,1.94915846302097,0.925,0.677,1.79194133659717e-155,"0","Mfge8"
"Slc6a1",1.83195434727755e-157,1.34510672459286,0.986,0.793,3.6639086945551e-154,"0","Slc6a1"
"Gsap",3.85989769563341e-157,2.03458475594636,0.836,0.417,7.71979539126682e-154,"0","Gsap"
"Pik3cd",1.81389565283226e-155,0.679754490438823,0.951,0.67,3.62779130566452e-152,"0","Pik3cd"
"Ptprn",1.09290322728934e-154,1.5287032156881,0.991,0.793,2.18580645457867e-151,"0","Ptprn"
