"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cldn5",0,1.44745825088302,0.966,0.498,0,"0","Cldn5"
"Uhrf1",0,1.56004839128044,0.933,0.499,0,"0","Uhrf1"
"Emid1",0,2.3572486457504,0.991,0.603,0,"0","Emid1"
"Thbs4",0,2.11995225473911,0.973,0.59,0,"0","Thbs4"
"Adm",0,2.56271171497992,0.937,0.59,0,"0","Adm"
"Vcan",0,2.17220548201977,0.995,0.679,0,"0","Vcan"
"Pdgfra",0,2.64311155455217,0.994,0.762,0,"0","Pdgfra"
"Exo1",0,1.20732220478423,0.954,0.735,0,"0","Exo1"
"Bcan",0,2.01491884749569,1,0.786,0,"0","Bcan"
"Cspg5",0,2.35561601884703,0.994,0.782,0,"0","Cspg5"
"Xylt1",0,2.17470218670053,0.988,0.785,0,"0","Xylt1"
"Lhfpl3",0,2.37200605725351,0.984,0.795,0,"0","Lhfpl3"
"Pcdh15",0,2.11896483511349,1,0.814,0,"0","Pcdh15"
"Matn4",0,2.38890281000115,0.991,0.81,0,"0","Matn4"
"Mtss2",0,2.04137892953155,0.992,0.811,0,"0","Mtss2"
"Serpine2",0,1.95568220835369,0.967,0.796,0,"0","Serpine2"
"Myt1",0,2.27141666138686,0.993,0.825,0,"0","Myt1"
"Cspg4",0,2.43995344495514,0.982,0.816,0,"0","Cspg4"
"Atp1a2",0,1.99071347329437,0.993,0.838,0,"0","Atp1a2"
"Ptprz1",0,2.39112290315766,1,0.856,0,"0","Ptprz1"
"Lrp1",1.08190887786959e-304,1.62883478845234,0.986,0.817,2.16381775573917e-301,"0","Lrp1"
"Gpc5",1.09999206799213e-292,2.04033262331132,0.947,0.692,2.19998413598427e-289,"0","Gpc5"
"C1ql1",4.57123446980225e-287,2.09116889866444,0.957,0.815,9.14246893960449e-284,"0","C1ql1"
"Tnr",4.87329179802878e-281,1.57617386282487,0.997,0.822,9.74658359605757e-278,"0","Tnr"
"Mki67",1.17551997363784e-279,0.591521150195777,0.918,0.435,2.35103994727568e-276,"0","Mki67"
"Pid1",3.72318752423378e-273,1.94339637485867,0.956,0.694,7.44637504846756e-270,"0","Pid1"
"Slc38a3",6.89763836531118e-270,2.35942453667552,0.923,0.576,1.37952767306224e-266,"0","Slc38a3"
"Gpr17",4.02898454581134e-267,1.15587191025879,0.998,0.874,8.05796909162269e-264,"0","Gpr17"
"Cyp26b1",1.84699468877411e-257,1.4725965156144,0.928,0.4,3.69398937754822e-254,"0","Cyp26b1"
"Pnlip",1.34459459062228e-255,2.40984107934593,0.841,0.504,2.68918918124456e-252,"0","Pnlip"
"Gpnmb",7.10455201073621e-255,1.97998656829733,0.83,0.319,1.42091040214724e-251,"0","Gpnmb"
"Efnb2",7.400589532243e-255,1.84335386340414,0.972,0.667,1.4801179064486e-251,"0","Efnb2"
"Cav1",1.27695001940272e-247,2.10325048974601,0.923,0.523,2.55390003880545e-244,"0","Cav1"
"Plppr5",1.48213621751068e-246,1.87224931818763,0.953,0.734,2.96427243502137e-243,"0","Plppr5"
"Lpin2",6.89399330264646e-239,2.07219143450096,0.974,0.642,1.37879866052929e-235,"0","Lpin2"
"Grin3a",1.273846046741e-236,2.28657348572556,0.917,0.78,2.547692093482e-233,"0","Grin3a"
"Ednrb",4.52615367660343e-236,2.2370205980425,0.887,0.668,9.05230735320686e-233,"0","Ednrb"
"Adarb2",2.00593891425233e-235,1.60052705191042,0.963,0.7,4.01187782850465e-232,"0","Adarb2"
"Dusp14",3.3554146939886e-235,0.981653981682464,0.971,0.655,6.71082938797719e-232,"0","Dusp14"
"Ramp1",1.47092551536475e-229,1.94951384381174,0.97,0.768,2.9418510307295e-226,"0","Ramp1"
"Rxrg",4.33928728869223e-228,2.07446198674598,0.872,0.453,8.67857457738447e-225,"0","Rxrg"
"Nxph1",1.17998471739391e-221,2.37345993486312,0.885,0.648,2.35996943478781e-218,"0","Nxph1"
"Gpm6a",3.22233835612427e-221,1.35975674233085,0.991,0.827,6.44467671224854e-218,"0","Gpm6a"
"Otx1",2.91731190639437e-219,1.79694761753281,0.865,0.501,5.83462381278875e-216,"0","Otx1"
"Ppfibp1",2.64290631193799e-218,1.54031589460421,0.987,0.618,5.28581262387597e-215,"0","Ppfibp1"
"Gpr12",2.39102515535527e-215,0.750784633733101,0.965,0.601,4.78205031071054e-212,"0","Gpr12"
"Mafb",5.08829736714191e-215,2.03565363225797,0.859,0.526,1.01765947342838e-211,"0","Mafb"
"Neu4",1.08761452983704e-212,1.43454730519166,0.973,0.725,2.17522905967407e-209,"0","Neu4"
"Matn1",5.5538217551741e-212,0.406670209516788,0.905,0.574,1.11076435103482e-208,"0","Matn1"
"Fam20a",7.59509230409809e-212,0.552208996046363,0.97,0.485,1.51901846081962e-208,"0","Fam20a"
"Bcl6",1.24647812721126e-210,2.01047200497123,0.919,0.61,2.49295625442251e-207,"0","Bcl6"
"Gucy2f",5.87723085526261e-208,2.74232122537423,0.823,0.563,1.17544617105252e-204,"0","Gucy2f"
