"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Apobec1",0,1.90027333199142,0.945,0.334,0,"0","Apobec1"
"Gpnmb",0,2.57252783666865,0.898,0.341,0,"0","Gpnmb"
"Oprk1",0,1.28338619773382,0.944,0.494,0,"0","Oprk1"
"Plcd4",0,1.57357832129704,0.916,0.516,0,"0","Plcd4"
"Calcrl",0,2.69148818326758,0.95,0.592,0,"0","Calcrl"
"Emid1",0,2.33447655013062,0.983,0.649,0,"0","Emid1"
"Neu4",0,2.22657560748691,0.992,0.677,0,"0","Neu4"
"Pid1",0,2.07427202190359,0.976,0.706,0,"0","Pid1"
"Lhfpl3",0,2.60889809807762,0.985,0.757,0,"0","Lhfpl3"
"Pdgfra",0,2.28879873844404,0.996,0.78,0,"0","Pdgfra"
"C1ql1",0,2.26825194350381,0.97,0.755,0,"0","C1ql1"
"Itga9",0,2.23509609150911,0.951,0.738,0,"0","Itga9"
"Gpc5",0,2.1240376344274,0.947,0.758,0,"0","Gpc5"
"Cspg5",0,1.86029739199088,0.982,0.805,0,"0","Cspg5"
"Matn4",0,2.3135795852743,0.999,0.833,0,"0","Matn4"
"Lrp1",0,1.77294536105241,0.993,0.833,0,"0","Lrp1"
"Cspg4",0,2.24467470514065,0.983,0.825,0,"0","Cspg4"
"Tnr",0,1.7903895537656,0.999,0.853,0,"0","Tnr"
"Serpine2",0,1.86704980499647,0.974,0.83,0,"0","Serpine2"
"Xylt1",0,1.87971447221993,0.976,0.833,0,"0","Xylt1"
"Gpr17",0,1.47134068333434,0.999,0.872,0,"0","Gpr17"
"Pcdh15",0,2.13271988020929,1,0.879,0,"0","Pcdh15"
"Bcan",0,1.97509448676133,1,0.886,0,"0","Bcan"
"Ptprz1",0,2.05899700876358,0.999,0.908,0,"0","Ptprz1"
"Slc13a5",3.52842180670419e-295,2.43219927594034,0.928,0.617,7.05684361340837e-292,"0","Slc13a5"
"Ecrg4",2.31270583749258e-288,1.74748209043237,0.871,0.383,4.62541167498516e-285,"0","Ecrg4"
"Spry1",6.35710011497154e-283,2.58028786006835,0.91,0.669,1.27142002299431e-279,"0","Spry1"
