"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","TimePoint","Regulation"
"Col9a3",7.87003946928908e-09,1.11325514140498,0.643,0.355,0.000136427134200126,"Col9a3","OPC_1","P23","Up"
"Mfge8",5.46046998291603e-07,1.32756940275371,0.429,0.189,0.00946572471538494,"Mfge8","OPC_1","P23","Up"
"Col27a1",2.27987462854947e-06,2.33263786652086,0.252,0.071,0.0395216266859051,"Col27a1","OPC_1","P23","Up"
"Grk3",6.97976025695636e-06,1.90182960896828,0.267,0.089,0.120994144054339,"Grk3","OPC_1","P23","Up"
"Mical3",6.37214086665349e-05,0.852197951841117,0.467,0.284,1,"Mical3","OPC_1","P23","Up"
"Sdc3",0.000172654877698697,-0.482327793512914,0.662,0.793,1,"Sdc3","OPC_1","P23","Down"
"Apoe",0.000214916093214735,-0.457774974185396,0.8,0.893,1,"Apoe","OPC_1","P23","Down"
"Znhit6",0.000215029988290394,-0.901979061174633,0.267,0.456,1,"Znhit6","OPC_1","P23","Down"
"Zbtb16",0.000238665924495243,-0.863288257332248,0.324,0.503,1,"Zbtb16","OPC_1","P23","Down"
"Fry",0.000267601665165851,-0.58345006355962,0.567,0.722,1,"Fry","OPC_1","P23","Down"
"Cntn6",0.00026868523432709,1.04074675711095,0.4,0.225,1,"Cntn6","OPC_1","P23","Up"
"Mbtps1",0.000364105365148023,-1.04694993091959,0.167,0.325,1,"Mbtps1","OPC_1","P23","Down"
"Olig2",0.000576397585922615,0.515966761104071,0.843,0.734,1,"Olig2","OPC_1","P23","Up"
"Son",0.000730585520261181,-0.357182338059048,0.81,0.84,1,"Son","OPC_1","P23","Down"
"Txlng",0.000783432975210369,-0.933340552839519,0.195,0.337,1,"Txlng","OPC_1","P23","Down"
"Rnf103",0.00100205516430955,-0.987841903243893,0.138,0.284,1,"Rnf103","OPC_1","P23","Down"
"Mertk",0.00107961307950486,-1.09633027020459,0.162,0.302,1,"Mertk","OPC_1","P23","Down"
"Git2",0.00131841989327673,-0.771260078492815,0.229,0.379,1,"Git2","OPC_1","P23","Down"
"Ifi27",0.00144836880794791,-1.28630229214676,0.133,0.26,1,"Ifi27","OPC_1","P23","Down"
"Ptdss1",0.00170194379539899,-0.926566595778554,0.186,0.308,1,"Ptdss1","OPC_1","P23","Down"
"Grm5",0.00170745835903947,0.945360670221385,0.343,0.195,1,"Grm5","OPC_1","P23","Up"
"Cntln",0.00184867345150462,-0.785845560474054,0.2,0.343,1,"Cntln","OPC_1","P23","Down"
"Ube2m",0.00188895015641043,-0.863958658165874,0.157,0.29,1,"Ube2m","OPC_1","P23","Down"
"Depdc5",0.00205061025994479,-1.00906359474801,0.143,0.266,1,"Depdc5","OPC_1","P23","Down"
"Snx9",0.00205669922017635,0.972016122741616,0.305,0.178,1,"Snx9","OPC_1","P23","Up"
"Zzz3",0.00208395529748178,-0.678602830969499,0.229,0.373,1,"Zzz3","OPC_1","P23","Down"
"Sh3bp4",0.00216959303601276,0.599242783999049,0.543,0.385,1,"Sh3bp4","OPC_1","P23","Up"
"Ptprn",0.00216987390629267,0.572958410284472,0.705,0.598,1,"Ptprn","OPC_1","P23","Up"
"Dgka",0.00243105271495711,-0.877106403206783,0.224,0.349,1,"Dgka","OPC_1","P23","Down"
"Zfc3h1",0.00244241314155139,-0.550559268380871,0.281,0.432,1,"Zfc3h1","OPC_1","P23","Down"
"Gpr37l1",0.00260266511518906,-0.368995817620776,0.857,0.882,1,"Gpr37l1","OPC_1","P23","Down"
"Septin5",0.0029562110768389,0.769172980168946,0.376,0.249,1,"Septin5","OPC_1","P23","Up"
"Pum2",0.00311066136918708,-0.752256791370383,0.219,0.367,1,"Pum2","OPC_1","P23","Down"
