"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","TimePoint","Regulation"
"Rab21",0.00428144836569845,-0.939855402867216,0.199,0.455,1,"Rab21","COP","P08","Down"
"Rassf1",0.00430671723906652,-1.59692024580849,0.088,0.273,1,"Rassf1","COP","P08","Down"
"Fcho2",0.00436946061466982,-1.15511203787279,0.213,0.485,1,"Fcho2","COP","P08","Down"
"Cdkal1",0.00470844245171086,-0.628457073453844,0.287,0.606,1,"Cdkal1","COP","P08","Down"
"Blmh",0.00474912505163857,-1.8281922617027,0.118,0.303,1,"Blmh","COP","P08","Down"
"Pdcl",0.00479619347115555,-0.981264499188459,0.11,0.333,1,"Pdcl","COP","P08","Down"
"Prtg",0.00481459226993799,-1.58597124095229,0.11,0.303,1,"Prtg","COP","P08","Down"
"Zfp169",0.0050936067684062,-0.827763288435007,0.382,0.667,1,"Zfp169","COP","P08","Down"
"Vps37b",0.00516566976201024,-0.835957875167333,0.537,0.758,1,"Vps37b","COP","P08","Down"
"Msto1",0.00547493379259057,-1.16918335383776,0.125,0.333,1,"Msto1","COP","P08","Down"
"Fcho1",0.00549991062432678,-2.02195809282278,0.118,0.303,1,"Fcho1","COP","P08","Down"
"Eif2a",0.00556477564037449,-1.36684796076718,0.184,0.424,1,"Eif2a","COP","P08","Down"
"Dcun1d5",0.00630185449106062,-0.959456437439707,0.36,0.667,1,"Dcun1d5","COP","P08","Down"
"Plekhm1",0.00641406577729728,-1.3174435287723,0.132,0.333,1,"Plekhm1","COP","P08","Down"
"Morn4",0.00646633485160169,-1.54667448416827,0.096,0.273,1,"Morn4","COP","P08","Down"
"Lats2",0.00647485897660503,-1.44294514200617,0.228,0.424,1,"Lats2","COP","P08","Down"
"Tubgcp2",0.00661046806183849,-1.5377753315892,0.162,0.364,1,"Tubgcp2","COP","P08","Down"
"Sec23a",0.00694446414960551,-1.55307173652982,0.176,0.394,1,"Sec23a","COP","P08","Down"
"Gle1",0.00716570753918217,-1.28496837270239,0.147,0.364,1,"Gle1","COP","P08","Down"
"Enah",0.00720950371073799,1.01470168209848,0.566,0.394,1,"Enah","COP","P08","Up"
"Usp14",0.00726843472097794,2.16560455290765,0.287,0.061,1,"Usp14","COP","P08","Up"
"Ralbp1",0.00736935602081659,-1.10966175515415,0.125,0.333,1,"Ralbp1","COP","P08","Down"
"Cramp1",0.00740845301002201,-1.24281680646564,0.11,0.303,1,"Cramp1","COP","P08","Down"
"Haus7",0.00765820657447705,2.8222786195811,0.265,0.061,1,"Haus7","COP","P08","Up"
"Supt7l",0.00790318722009281,-1.39915566567025,0.118,0.303,1,"Supt7l","COP","P08","Down"
"Tulp4",0.00803378281757059,0.313266265307403,0.574,0.303,1,"Tulp4","COP","P08","Up"
"Commd8",0.00824770968279736,-1.50694149716412,0.096,0.273,1,"Commd8","COP","P08","Down"
"Phf8",0.00840572867672606,1.61636799858349,0.382,0.152,1,"Phf8","COP","P08","Up"
"Ctnna2",0.00848644189905999,0.798523078346098,0.721,0.606,1,"Ctnna2","COP","P08","Up"
"Trappc1",0.00875668401012518,-1.22792157258765,0.096,0.273,1,"Trappc1","COP","P08","Down"
"Col20a1",0.00895138913867217,-0.777248152265756,0.154,0.394,1,"Col20a1","COP","P08","Down"
"Mgrn1",0.00900742595583209,-1.07635830401699,0.294,0.515,1,"Mgrn1","COP","P08","Down"
"Lims2",0.00913140196452283,2.52148886285486,0.265,0.061,1,"Lims2","COP","P08","Up"
"Drap1",0.00925259671078769,-1.34743581284232,0.162,0.364,1,"Drap1","COP","P08","Down"
"Tedc2",0.00929953665831117,-1.12892916391256,0.11,0.303,1,"Tedc2","COP","P08","Down"
"Gid8",0.00951823765552029,-0.870114260177454,0.221,0.485,1,"Gid8","COP","P08","Down"
"Gdap2",0.00992771023891221,-1.00781766988834,0.206,0.455,1,"Gdap2","COP","P08","Down"
"Sema5b",0.0100107285599502,1.22139835265513,0.566,0.364,1,"Sema5b","COP","P08","Up"
"Xpr1",0.0100230738680724,-1.07773687991391,0.346,0.606,1,"Xpr1","COP","P08","Down"
"Txndc15",0.0104203202788112,1.34557289050135,0.441,0.212,1,"Txndc15","COP","P08","Up"
"Mapt",0.0105128362767571,-0.643953178359481,0.596,0.788,1,"Mapt","COP","P08","Down"
"Frg1",0.010539603241124,-0.911648981744351,0.206,0.455,1,"Frg1","COP","P08","Down"
"Tm7sf3",0.0109051082583074,0.872928686355946,0.603,0.424,1,"Tm7sf3","COP","P08","Up"
"Polr3c",0.0111022159532829,-1.09965801717118,0.213,0.424,1,"Polr3c","COP","P08","Down"
"Marcks",0.0114122030491703,-0.593591045777535,0.706,0.788,1,"Marcks","COP","P08","Down"
"Slc25a4",0.0114496458576724,-1.03444116243236,0.169,0.394,1,"Slc25a4","COP","P08","Down"
"Coq9",0.0117859029870383,-1.4354142254343,0.103,0.273,1,"Coq9","COP","P08","Down"
"Ndufb8",0.0120104642567255,-1.64989534461932,0.103,0.273,1,"Ndufb8","COP","P08","Down"
"Itpa",0.012093525976915,-0.99498170869251,0.191,0.424,1,"Itpa","COP","P08","Down"
"Hk1",0.0122597939205983,-1.16364456952097,0.118,0.303,1,"Hk1","COP","P08","Down"
"Cmtm4",0.0123488908192807,1.85180108178431,0.331,0.121,1,"Cmtm4","COP","P08","Up"
"Psmf1",0.0127070709535831,-1.31626915322915,0.103,0.273,1,"Psmf1","COP","P08","Down"
"Nisch",0.0128843175803703,-0.317985285278959,0.926,0.97,1,"Nisch","COP","P08","Down"
"Cd9",0.0129595243005471,0.646881083927177,0.941,0.939,1,"Cd9","COP","P08","Up"
"Antkmt",0.0129810376544605,-0.873392782048309,0.287,0.515,1,"Antkmt","COP","P08","Down"
"Ncln",0.0133271297369986,0.751194570077937,0.522,0.242,1,"Ncln","COP","P08","Up"
"Bin1",0.0133464326534552,-0.403424801109952,0.794,1,1,"Bin1","COP","P08","Down"
"Telo2",0.0134304834151582,-0.891203050811457,0.191,0.424,1,"Telo2","COP","P08","Down"
"Bod1l",0.0141295689746302,1.72799526099938,0.294,0.091,1,"Bod1l","COP","P08","Up"
"Rgs12",0.0142956653602,-0.867662856580673,0.184,0.394,1,"Rgs12","COP","P08","Down"
"Rock1",0.014391525265393,0.807197116943997,0.412,0.152,1,"Rock1","COP","P08","Up"
"Clns1a",0.0146301811822843,-0.806825155615911,0.213,0.455,1,"Clns1a","COP","P08","Down"
"Polr3b",0.0147424782672242,-1.45934475029888,0.103,0.273,1,"Polr3b","COP","P08","Down"
"Med10",0.0147424782672242,-1.21123695914106,0.103,0.273,1,"Med10","COP","P08","Down"
"Tubb5",0.015012083711398,-1.04833774512356,0.228,0.424,1,"Tubb5","COP","P08","Down"
"Psmb1",0.015016111065826,-0.964638199896451,0.103,0.273,1,"Psmb1","COP","P08","Down"
"Spock2",0.0150963252001146,1.96572108340998,0.324,0.121,1,"Spock2","COP","P08","Up"
"mt-Nd2",0.0151422863130018,2.42376378099587,0.25,0.061,1,"mt-Nd2","COP","P08","Up"
"Cdc42bpa",0.0152174178459192,-0.772437302727397,0.463,0.727,1,"Cdc42bpa","COP","P08","Down"
"Vamp2",0.0152912762737013,-1.06334663952114,0.426,0.636,1,"Vamp2","COP","P08","Down"
"Wdsub1",0.0156407582527419,-0.763965214511002,0.184,0.394,1,"Wdsub1","COP","P08","Down"
"Chst11",0.0156790646323456,-1.69199516909267,0.132,0.303,1,"Chst11","COP","P08","Down"
"Il18",0.0156992892838354,1.2373966348823,0.456,0.242,1,"Il18","COP","P08","Up"
"Atg3",0.0157063983263117,-0.83288754099047,0.162,0.364,1,"Atg3","COP","P08","Down"
"Cops6",0.0158504808554308,-1.19178671662661,0.176,0.364,1,"Cops6","COP","P08","Down"
"Gclc",0.0162863178062914,-1.19076567504434,0.169,0.364,1,"Gclc","COP","P08","Down"
"Sra1",0.0163550087890455,-0.846703942132954,0.294,0.545,1,"Sra1","COP","P08","Down"
"Tasp1",0.0164524495275269,-1.26151237150126,0.103,0.273,1,"Tasp1","COP","P08","Down"
"Grina",0.0165105895463123,-0.781782290027574,0.419,0.667,1,"Grina","COP","P08","Down"
"Wdr7",0.0165324598692234,-0.642381285901982,0.404,0.667,1,"Wdr7","COP","P08","Down"
"Tor1b",0.0166839486010688,-1.00452932993974,0.191,0.394,1,"Tor1b","COP","P08","Down"
"Phf23",0.0168113669784623,-0.951545544121299,0.096,0.273,1,"Phf23","COP","P08","Down"
"Txnip",0.0168399657679983,-1.05270333775008,0.176,0.364,1,"Txnip","COP","P08","Down"
"Cdadc1",0.0168454753047536,1.50326711037782,0.265,0.061,1,"Cdadc1","COP","P08","Up"
"Usp8",0.0172569411934651,-0.986180884315821,0.36,0.576,1,"Usp8","COP","P08","Down"
"Slc6a1",0.0173949810666565,0.697276634982266,0.846,0.727,1,"Slc6a1","COP","P08","Up"
"Vps53",0.0181476935298628,-0.889432534718185,0.368,0.606,1,"Vps53","COP","P08","Down"
"E2f8",0.018175260350014,-1.29797063594113,0.11,0.273,1,"E2f8","COP","P08","Down"
"Zcchc3",0.0183342491016437,-1.18227562814368,0.103,0.273,1,"Zcchc3","COP","P08","Down"
"Lrp12",0.0183342491016437,-1.01796119356257,0.103,0.273,1,"Lrp12","COP","P08","Down"
"Pgp",0.0183402508903708,-1.20598608138924,0.199,0.364,1,"Pgp","COP","P08","Down"
"Lrrc8d",0.0184258346195064,1.96546637303373,0.25,0.061,1,"Lrrc8d","COP","P08","Up"
"Large1",0.018501642855311,-0.558310401078238,0.529,0.758,1,"Large1","COP","P08","Down"
"Galnt11",0.0185902394096249,1.31512321639916,0.346,0.121,1,"Galnt11","COP","P08","Up"
"Ostc",0.0186710429030798,-1.12737183403132,0.169,0.364,1,"Ostc","COP","P08","Down"
"Tcerg1",0.018671878492725,-0.673832917525392,0.603,0.727,1,"Tcerg1","COP","P08","Down"
"Dcp1b",0.0188087898402405,-0.991650589779399,0.294,0.485,1,"Dcp1b","COP","P08","Down"
"Kat6a",0.0191533989965739,-1.44857529819549,0.213,0.424,1,"Kat6a","COP","P08","Down"
"Mpc1",0.0191588179308201,-1.44532730026292,0.11,0.273,1,"Mpc1","COP","P08","Down"
"Pds5b",0.0193291595580748,1.44749722447508,0.404,0.212,1,"Pds5b","COP","P08","Up"
"Bckdhb",0.0193424538128529,1.83612059643633,0.279,0.091,1,"Bckdhb","COP","P08","Up"
"Aldoa",0.0196777079092037,-1.35482684608007,0.169,0.364,1,"Aldoa","COP","P08","Down"
"Fance",0.020087070033935,1.78489649748909,0.309,0.121,1,"Fance","COP","P08","Up"
"Zfp13",0.0204193574287808,-1.16991970244629,0.184,0.364,1,"Zfp13","COP","P08","Down"
"Mief1",0.020432418869708,-1.39901088755657,0.14,0.303,1,"Mief1","COP","P08","Down"
"Prpf31",0.0207672651500276,-1.16384324749504,0.147,0.333,1,"Prpf31","COP","P08","Down"
"Cd2bp2",0.0208643169258787,-0.827486798906773,0.243,0.455,1,"Cd2bp2","COP","P08","Down"
"Farp1",0.0208666533096016,-0.56693428823583,0.25,0.485,1,"Farp1","COP","P08","Down"
"Ythdf1",0.0219549919266325,-1.29465315886094,0.184,0.364,1,"Ythdf1","COP","P08","Down"
"Zeb2",0.0220040468073571,0.406677239680675,1,1,1,"Zeb2","COP","P08","Up"
"Msl1",0.0222241195112579,-0.750142468120595,0.404,0.667,1,"Msl1","COP","P08","Down"
"Pabpc1",0.0223352271244864,-1.04753409537302,0.132,0.303,1,"Pabpc1","COP","P08","Down"
"Mier3",0.0223938374613026,-1.35079248391971,0.11,0.273,1,"Mier3","COP","P08","Down"
"Irf3",0.0225769958682341,-0.937509233673294,0.243,0.455,1,"Irf3","COP","P08","Down"
"Tbck",0.0226528568410316,-1.0206423001225,0.169,0.364,1,"Tbck","COP","P08","Down"
"Ikbkb",0.022690394478773,-0.729739242089607,0.272,0.515,1,"Ikbkb","COP","P08","Down"
"Zfp956",0.0228387416768727,-0.7589188722785,0.184,0.394,1,"Zfp956","COP","P08","Down"
"Mvd",0.0228597415020117,-0.85022652643141,0.125,0.303,1,"Mvd","COP","P08","Down"
"Kctd15",0.0232134532627224,-1.12278737138861,0.199,0.394,1,"Kctd15","COP","P08","Down"
"Ap2b1",0.0232670115135644,-1.16746458801909,0.287,0.455,1,"Ap2b1","COP","P08","Down"
"Afg3l2",0.023292494521939,-0.911191233511555,0.257,0.455,1,"Afg3l2","COP","P08","Down"
"Epg5",0.0233045211329028,-0.761518251358084,0.162,0.364,1,"Epg5","COP","P08","Down"
"Taok1",0.0235275305772762,-0.628761314574643,0.449,0.697,1,"Taok1","COP","P08","Down"
"Ncoa5",0.0237068518897498,-0.758871571605021,0.426,0.636,1,"Ncoa5","COP","P08","Down"
"Suv39h1",0.0237748618042946,-1.01170545419234,0.213,0.394,1,"Suv39h1","COP","P08","Down"
"B3gntl1",0.0240608217565545,1.32093471575942,0.375,0.182,1,"B3gntl1","COP","P08","Up"
"Col16a1",0.0241617564498951,-1.12221935898718,0.243,0.424,1,"Col16a1","COP","P08","Down"
"Uap1",0.024788627201123,-0.97796005606767,0.125,0.303,1,"Uap1","COP","P08","Down"
"Ftl1-ps1",0.0249144819948915,-0.837197483160644,0.287,0.515,1,"Ftl1-ps1","COP","P08","Down"
"Abhd16a",0.0250296399724494,-0.664250083489832,0.346,0.576,1,"Abhd16a","COP","P08","Down"
"Hikeshi",0.0251021808203583,-1.05801458343569,0.14,0.303,1,"Hikeshi","COP","P08","Down"
"Htt",0.0252225097517146,0.53678941463083,0.669,0.455,1,"Htt","COP","P08","Up"
"Efl1",0.0253860190016103,-0.936837165573407,0.279,0.485,1,"Efl1","COP","P08","Down"
"Slc25a36",0.0254553495400854,0.767177490106609,0.684,0.576,1,"Slc25a36","COP","P08","Up"
"Tax1bp1",0.0255328343834218,-0.70334504690565,0.213,0.455,1,"Tax1bp1","COP","P08","Down"
"Ap2a1",0.0258610852207339,-0.822868504334612,0.272,0.515,1,"Ap2a1","COP","P08","Down"
"Mbd1",0.0260213204636713,-0.816804219926058,0.279,0.485,1,"Mbd1","COP","P08","Down"
"Yae1d1",0.02604169498585,-1.17953140645976,0.235,0.394,1,"Yae1d1","COP","P08","Down"
"Stoml1",0.0260701951516323,-1.40368600420787,0.118,0.273,1,"Stoml1","COP","P08","Down"
"Ubqln1",0.0262417391784387,1.51251942267322,0.346,0.182,1,"Ubqln1","COP","P08","Up"
"Actr1a",0.0262952894099551,-0.561758620353002,0.382,0.606,1,"Actr1a","COP","P08","Down"
"Gjc3",0.0264607876824887,-0.76141115462574,0.507,0.697,1,"Gjc3","COP","P08","Down"
"Rnf5",0.0269195192893182,-0.879786760835686,0.221,0.424,1,"Rnf5","COP","P08","Down"
"Atp11a",0.0271314678651001,-0.470693893123821,0.662,0.788,1,"Atp11a","COP","P08","Down"
"Camta2",0.0271868983106783,1.10410074961415,0.382,0.182,1,"Camta2","COP","P08","Up"
"Tmem131l",0.0272657930082997,-1.4877336970211,0.125,0.273,1,"Tmem131l","COP","P08","Down"
"Prkaa1",0.0274494878813229,-0.904397907626118,0.272,0.455,1,"Prkaa1","COP","P08","Down"
"Evi5",0.0276256024535653,1.32376408633674,0.331,0.121,1,"Evi5","COP","P08","Up"
"Tubb2b",0.028507081435731,-0.499140472638812,0.676,0.848,1,"Tubb2b","COP","P08","Down"
"Stxbp2",0.0285744096149732,-1.068835421916,0.191,0.364,1,"Stxbp2","COP","P08","Down"
"Kcnq5",0.0286521166776276,-1.1840062488025,0.147,0.303,1,"Kcnq5","COP","P08","Down"
"Car8",0.0287172157759682,1.63142285790538,0.301,0.121,1,"Car8","COP","P08","Up"
"Pcdhb18",0.0288304609089079,-0.662182189932869,0.103,0.273,1,"Pcdhb18","COP","P08","Down"
"Sp3",0.0288594987167566,1.20818562463226,0.382,0.182,1,"Sp3","COP","P08","Up"
"Parvb",0.0290529561319828,-0.866176403925894,0.279,0.485,1,"Parvb","COP","P08","Down"
"Hectd3",0.0290842290941111,-0.988199369047443,0.213,0.394,1,"Hectd3","COP","P08","Down"
"Zmat2",0.0293000022761238,-0.720587958444058,0.199,0.394,1,"Zmat2","COP","P08","Down"
"Zfp383",0.0294222504552669,-0.951078184099551,0.169,0.333,1,"Zfp383","COP","P08","Down"
"Luc7l3",0.0295350960009134,-0.419526695840309,0.809,0.939,1,"Luc7l3","COP","P08","Down"
"H3f3b",0.0295867406156212,1.53539149901861,0.353,0.182,1,"H3f3b","COP","P08","Up"
"Cdh20",0.029796921517383,-0.556962985978819,0.478,0.727,1,"Cdh20","COP","P08","Down"
"Ndufa11",0.0298147139143998,-0.820482131875497,0.11,0.273,1,"Ndufa11","COP","P08","Down"
"Snx11",0.0299082922571159,-1.16928281165347,0.132,0.303,1,"Snx11","COP","P08","Down"
"Mbd6",0.0300676665571574,-1.07169669146829,0.162,0.333,1,"Mbd6","COP","P08","Down"
"Pggt1b",0.0302868107512697,-0.611071536453709,0.213,0.424,1,"Pggt1b","COP","P08","Down"
"Ezh1",0.0303104802530206,-0.734062751953757,0.11,0.273,1,"Ezh1","COP","P08","Down"
"Myef2",0.0303240168066014,0.605140889539422,0.728,0.606,1,"Myef2","COP","P08","Up"
"Pafah1b2",0.0303768412290358,-0.60137563334834,0.309,0.545,1,"Pafah1b2","COP","P08","Down"
"Klhl2",0.0306199437694865,-0.794241880559717,0.309,0.485,1,"Klhl2","COP","P08","Down"
"Sox4",0.0306604029815226,-0.760221240079166,0.382,0.576,1,"Sox4","COP","P08","Down"
"Gucd1",0.0306994942979294,-1.31322548973079,0.118,0.273,1,"Gucd1","COP","P08","Down"
"Srrm1",0.030705304016073,0.751215701707526,0.632,0.424,1,"Srrm1","COP","P08","Up"
"Tfrc",0.0308914530679557,-1.2859521257329,0.147,0.303,1,"Tfrc","COP","P08","Down"
"Kifc3",0.0310915253996729,-1.19151452096886,0.25,0.424,1,"Kifc3","COP","P08","Down"
"Tvp23b",0.0311379854990833,-1.00812779881288,0.14,0.303,1,"Tvp23b","COP","P08","Down"
"Nabp2",0.0314466293424725,1.98130745104446,0.25,0.091,1,"Nabp2","COP","P08","Up"
"Dennd2a",0.0314887537771411,-1.16766300132508,0.125,0.273,1,"Dennd2a","COP","P08","Down"
"Cacna1c",0.0316413108408727,1.01429398245518,0.39,0.212,1,"Cacna1c","COP","P08","Up"
"Mier1",0.0318055360648749,-0.559870819235954,0.265,0.485,1,"Mier1","COP","P08","Down"
"Mrtfa",0.0319909036817539,-1.18318081515836,0.125,0.273,1,"Mrtfa","COP","P08","Down"
"Rnmt",0.0321019214052786,-1.06563304356348,0.213,0.394,1,"Rnmt","COP","P08","Down"
"Il6st",0.0321063424966421,-0.566207236646796,0.331,0.545,1,"Il6st","COP","P08","Down"
"Ttll5",0.0322997643613514,-0.929259681550235,0.132,0.303,1,"Ttll5","COP","P08","Down"
"Pag1",0.0325822924766356,-1.00916161097378,0.14,0.303,1,"Pag1","COP","P08","Down"
"Caml",0.0327037965828739,-0.703603839824681,0.191,0.394,1,"Caml","COP","P08","Down"
"G0s2",0.0327398688635215,-1.04615998793428,0.118,0.273,1,"G0s2","COP","P08","Down"
"Actl6a",0.0329027183715049,-1.27419571016551,0.257,0.424,1,"Actl6a","COP","P08","Down"
"Ttc17",0.0329827513724183,-0.877726818380366,0.265,0.485,1,"Ttc17","COP","P08","Down"
"Bcat2",0.0332168424732691,-1.07344551640108,0.184,0.364,1,"Bcat2","COP","P08","Down"
"Mogs",0.0332677436205871,-0.897392880973293,0.118,0.273,1,"Mogs","COP","P08","Down"
"Gpr19",0.0334792930789013,-0.648863245767171,0.154,0.333,1,"Gpr19","COP","P08","Down"
"Tsr2",0.033576724558705,-0.879420301263164,0.14,0.303,1,"Tsr2","COP","P08","Down"
"Lrch1",0.0336886274539795,-1.09967017332463,0.279,0.455,1,"Lrch1","COP","P08","Down"
"Srp9",0.0337754968511676,-0.975289578735791,0.147,0.303,1,"Srp9","COP","P08","Down"
"Tchp",0.0337754968511676,-0.873972879817996,0.147,0.303,1,"Tchp","COP","P08","Down"
"Rab3a",0.0338085086405777,1.06069978286992,0.309,0.121,1,"Rab3a","COP","P08","Up"
"Rmdn1",0.0339097753545205,-1.12184150714232,0.169,0.333,1,"Rmdn1","COP","P08","Down"
"Alkbh5",0.0345710302525645,-0.642969237733239,0.184,0.394,1,"Alkbh5","COP","P08","Down"
"Trappc3",0.0348537862543125,-0.893606314770252,0.132,0.303,1,"Trappc3","COP","P08","Down"
"Tsc22d1",0.0348745439658793,-0.846032535731374,0.456,0.667,1,"Tsc22d1","COP","P08","Down"
"Susd4",0.035125181172716,-0.533589768669219,0.471,0.697,1,"Susd4","COP","P08","Down"
"Lztfl1",0.0356919165264606,-0.842471785785899,0.162,0.333,1,"Lztfl1","COP","P08","Down"
"Coq2",0.0357033226791838,-0.557814742829336,0.419,0.636,1,"Coq2","COP","P08","Down"
"Ufsp2",0.0357901728407481,-1.21655048862101,0.184,0.364,1,"Ufsp2","COP","P08","Down"
"Arfgap1",0.0361426479186422,0.662653241849499,0.61,0.424,1,"Arfgap1","COP","P08","Up"
"Mphosph9",0.036306228487435,1.52059540283819,0.279,0.121,1,"Mphosph9","COP","P08","Up"
"mt-Atp6",0.0365525529062612,1.03442333672571,0.463,0.242,1,"mt-Atp6","COP","P08","Up"
"Gpat4",0.0366651079955083,0.878848995311939,0.485,0.333,1,"Gpat4","COP","P08","Up"
"Txn2",0.0372485246781923,-1.1300981800152,0.154,0.303,1,"Txn2","COP","P08","Down"
"Ddx3y",0.0373299941842327,-0.724831171662439,0.279,0.485,1,"Ddx3y","COP","P08","Down"
"Rbm3",0.0373525344864316,-0.683856975802137,0.375,0.606,1,"Rbm3","COP","P08","Down"
"Arid2",0.0377583791262,-0.683865237139504,0.382,0.576,1,"Arid2","COP","P08","Down"
"Ntmt1",0.0379696881608241,-0.7206991744825,0.206,0.394,1,"Ntmt1","COP","P08","Down"
"Ikzf2",0.0380724866650273,-0.870099252482639,0.154,0.333,1,"Ikzf2","COP","P08","Down"
"Med1",0.0381871027369429,-0.680111307361944,0.324,0.545,1,"Med1","COP","P08","Down"
"Zfp62",0.0385578799824948,-0.75316325719843,0.375,0.545,1,"Zfp62","COP","P08","Down"
"Ppp5c",0.0389699920756977,-1.14882651373031,0.169,0.333,1,"Ppp5c","COP","P08","Down"
"Shc4",0.0390938371855786,-1.16435425292986,0.147,0.303,1,"Shc4","COP","P08","Down"
"Kansl1l",0.0392586215333311,-0.713699218455813,0.11,0.273,1,"Kansl1l","COP","P08","Down"
"Scmh1",0.039485655365993,-0.812788030146551,0.191,0.364,1,"Scmh1","COP","P08","Down"
"Pus7",0.0395237946943619,1.37453805306767,0.346,0.182,1,"Pus7","COP","P08","Up"
"Tmed9",0.0395898305605654,-0.70602589499232,0.294,0.485,1,"Tmed9","COP","P08","Down"
"Tasor",0.0397714002715335,-0.483216634517082,0.566,0.697,1,"Tasor","COP","P08","Down"
"Usp11",0.0402166389957992,-0.771036804297492,0.235,0.424,1,"Usp11","COP","P08","Down"
"Gmeb1",0.0402952936085631,-1.25287464045883,0.154,0.303,1,"Gmeb1","COP","P08","Down"
"Cfl1",0.0403579570486667,-0.744110146514102,0.39,0.576,1,"Cfl1","COP","P08","Down"
"Akt2",0.0405366833536788,1.46938119605156,0.257,0.091,1,"Akt2","COP","P08","Up"
