"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","TimePoint","Regulation"
"Gdpd3",0.0271854728668964,-2.89446642816316,0,0.312,1,"Gdpd3","NFOL","P56","Down"
"Agpat5",0.0271854728668964,-2.88997446318024,0,0.312,1,"Agpat5","NFOL","P56","Down"
"Smim7",0.0271854728668964,-3.00984818223988,0,0.312,1,"Smim7","NFOL","P56","Down"
"Thap11",0.0271854728668964,-2.92618114511274,0,0.312,1,"Thap11","NFOL","P56","Down"
"Nup133",0.0271854728668964,-3.27405429473801,0,0.312,1,"Nup133","NFOL","P56","Down"
"Elovl5",0.0271854728668964,-3.17771139695521,0,0.312,1,"Elovl5","NFOL","P56","Down"
"Slc9a9",0.0271854728668964,-3.09652739346755,0,0.312,1,"Slc9a9","NFOL","P56","Down"
"Midn",0.0271854728668964,-3.70915595054069,0,0.312,1,"Midn","NFOL","P56","Down"
"Nr2c1",0.0271854728668964,-2.91274253267758,0,0.312,1,"Nr2c1","NFOL","P56","Down"
"Thoc5",0.0271854728668964,-3.03957598239051,0,0.312,1,"Thoc5","NFOL","P56","Down"
"Cpd",0.0271854728668964,-3.72792737668478,0,0.312,1,"Cpd","NFOL","P56","Down"
"Helz",0.0271854728668964,-3.47450024480195,0,0.312,1,"Helz","NFOL","P56","Down"
"Dnajb9",0.0271854728668964,-3.12544411072492,0,0.312,1,"Dnajb9","NFOL","P56","Down"
"Gphn",0.0271854728668964,-3.57300758696773,0,0.312,1,"Gphn","NFOL","P56","Down"
"Osgep",0.0271854728668964,-3.10937208072282,0,0.312,1,"Osgep","NFOL","P56","Down"
"Zfp219",0.0271854728668964,-2.97114412129859,0,0.312,1,"Zfp219","NFOL","P56","Down"
"Mcat",0.0271854728668964,-2.94783363898105,0,0.312,1,"Mcat","NFOL","P56","Down"
"Lmf2",0.0271854728668964,-3.16060606670965,0,0.312,1,"Lmf2","NFOL","P56","Down"
"Hdac7",0.0271854728668964,-3.58032941058739,0,0.312,1,"Hdac7","NFOL","P56","Down"
"Mfsd5",0.0271854728668964,-3.6405000306619,0,0.312,1,"Mfsd5","NFOL","P56","Down"
"Cyp4f13",0.0271854728668964,-3.33968222975831,0,0.312,1,"Cyp4f13","NFOL","P56","Down"
"Pcdhgc4",0.0271854728668964,-3.20874200993471,0,0.312,1,"Pcdhgc4","NFOL","P56","Down"
"Nr3c1",0.0271854728668964,-2.82406375785119,0,0.312,1,"Nr3c1","NFOL","P56","Down"
"Rbm12b1",0.0274843272240025,-1.89743288668072,0.143,0.5,1,"Rbm12b1","NFOL","P56","Down"
"Riok3",0.0280792744508957,0.834155912702224,0.857,0.688,1,"Riok3","NFOL","P56","Up"
"Dennd1a",0.0284558265370681,-1.40727677218853,0.357,0.812,1,"Dennd1a","NFOL","P56","Down"
"Edem1",0.0285351069334447,-1.26023985211845,0.286,0.812,1,"Edem1","NFOL","P56","Down"
"Serpine2",0.0285656540609606,-2.63543303217858,0.071,0.438,1,"Serpine2","NFOL","P56","Down"
"Slc35f6",0.0285656540609606,-2.42173555001944,0.071,0.438,1,"Slc35f6","NFOL","P56","Down"
"Slc6a1",0.0285656540609606,-2.64526788215322,0.071,0.438,1,"Slc6a1","NFOL","P56","Down"
"Tgds",0.0285656540609606,-2.05588504702036,0.071,0.438,1,"Tgds","NFOL","P56","Down"
"Prom1",0.0288972384294769,0.846291375073684,1,0.75,1,"Prom1","NFOL","P56","Up"
"Crebrf",0.0290696276468553,-1.46453805219328,0.143,0.625,1,"Crebrf","NFOL","P56","Down"
"Kmt2d",0.0290981566580241,1.14107220913326,0.786,0.688,1,"Kmt2d","NFOL","P56","Up"
"Tob1",0.0293303367981919,1.96033559125276,0.5,0.125,1,"Tob1","NFOL","P56","Up"
"Tspan3",0.0300034085401284,1.31725658365616,0.857,0.562,1,"Tspan3","NFOL","P56","Up"
"Pus7",0.0303164737254112,-0.912538583338912,0.214,0.688,1,"Pus7","NFOL","P56","Down"
"Pwwp3a",0.0303164737254112,-1.58929258395042,0.214,0.688,1,"Pwwp3a","NFOL","P56","Down"
"Nol4l",0.0303164737254112,1.45176042194973,0.643,0.312,1,"Nol4l","NFOL","P56","Up"
"Uba2",0.0303164737254112,1.64378476275407,0.643,0.312,1,"Uba2","NFOL","P56","Up"
"Pank3",0.0303164737254112,1.55647998695806,0.643,0.312,1,"Pank3","NFOL","P56","Up"
"Ralgapa1",0.0306820620277683,0.867918966433543,0.857,0.625,1,"Ralgapa1","NFOL","P56","Up"
"Acaca",0.0307637795679827,0.76501269622198,0.786,0.562,1,"Acaca","NFOL","P56","Up"
"Oma1",0.0311596053392465,-1.82121866733591,0.143,0.5,1,"Oma1","NFOL","P56","Down"
"Crot",0.0311596053392465,-2.1093603936965,0.143,0.5,1,"Crot","NFOL","P56","Down"
"Myo5a",0.0311724318159175,-1.53261293862174,0.286,0.688,1,"Myo5a","NFOL","P56","Down"
"Mbd3",0.0311724318159175,-1.56449317948563,0.286,0.688,1,"Mbd3","NFOL","P56","Down"
"Elfn2",0.0313459969696409,-1.28296130122781,0.357,0.875,1,"Elfn2","NFOL","P56","Down"
"Slc12a9",0.0322550799300237,-1.47710054937479,0.143,0.562,1,"Slc12a9","NFOL","P56","Down"
"Pcdhga5",0.0322550799300237,-1.55437244493224,0.143,0.562,1,"Pcdhga5","NFOL","P56","Down"
"Sox2",0.0322834495872172,-0.667932624818338,0.929,1,1,"Sox2","NFOL","P56","Down"
"Man1a",0.0322834495872172,0.662640276595384,1,0.938,1,"Man1a","NFOL","P56","Up"
"Clk1",0.0322834495872172,0.463595691005436,1,1,1,"Clk1","NFOL","P56","Up"
"Nktr",0.0324407503022962,-1.06394151692124,0.429,0.875,1,"Nktr","NFOL","P56","Down"
"Pigk",0.0326243525311617,1.53384168737971,0.571,0.312,1,"Pigk","NFOL","P56","Up"
"Med13",0.0326243525311617,1.70372680160292,0.571,0.312,1,"Med13","NFOL","P56","Up"
"Rad52",0.0326770861854805,-2.09339578542974,0.071,0.438,1,"Rad52","NFOL","P56","Down"
"Fkbp4",0.0326770861854805,-2.15551469484533,0.071,0.438,1,"Fkbp4","NFOL","P56","Down"
"Sae1",0.0326770861854805,-2.30314350039128,0.071,0.438,1,"Sae1","NFOL","P56","Down"
"Nek1",0.0326770861854805,-2.30772528870396,0.071,0.438,1,"Nek1","NFOL","P56","Down"
"Nob1",0.0326770861854805,-2.20833744281781,0.071,0.438,1,"Nob1","NFOL","P56","Down"
"Srebf1",0.0326770861854805,-2.31536419874464,0.071,0.438,1,"Srebf1","NFOL","P56","Down"
"Caml",0.0326770861854805,-2.41874393434061,0.071,0.438,1,"Caml","NFOL","P56","Down"
"Qtrt2",0.0326770861854805,-2.14174519294447,0.071,0.438,1,"Qtrt2","NFOL","P56","Down"
"Abhd10",0.0326770861854805,-2.04152418392634,0.071,0.438,1,"Abhd10","NFOL","P56","Down"
"Aamdc",0.0327116521543338,-1.71362391202066,0.143,0.625,1,"Aamdc","NFOL","P56","Down"
"Hsd17b12",0.033461256655958,-1.28578778734098,0.429,0.75,1,"Hsd17b12","NFOL","P56","Down"
"Hadhb",0.033461256655958,-1.16933867780228,0.429,0.75,1,"Hadhb","NFOL","P56","Down"
"Lancl1",0.0339380253568959,1.04045546466538,0.643,0.312,1,"Lancl1","NFOL","P56","Up"
"Zfp410",0.0339380253568959,1.40272122129684,0.643,0.312,1,"Zfp410","NFOL","P56","Up"
"Stip1",0.0346747460061861,-1.9981620299291,0.214,0.562,1,"Stip1","NFOL","P56","Down"
