"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","TimePoint","Regulation"
"Slc27a4",0.00136812119719038,-0.723622565893714,0.228,0.432,1,"Slc27a4","OPC","P56","Down"
"Ift172",0.00140073107006521,-0.700275003377638,0.107,0.273,1,"Ift172","OPC","P56","Down"
"Agap3",0.0014028092070128,-0.865910024494035,0.228,0.424,1,"Agap3","OPC","P56","Down"
"Arid4b",0.00143007316929188,-0.898465785609426,0.181,0.364,1,"Arid4b","OPC","P56","Down"
"Aup1",0.0014934114573257,-0.785239689369624,0.201,0.402,1,"Aup1","OPC","P56","Down"
"Ociad1",0.00149746186481496,-1.22224920667651,0.148,0.303,1,"Ociad1","OPC","P56","Down"
"Zfp598",0.00187354810015254,-0.612896248426693,0.329,0.553,1,"Zfp598","OPC","P56","Down"
"Snhg11",0.00208841795220601,-0.640012160683115,0.403,0.598,1,"Snhg11","OPC","P56","Down"
"Zyx",0.00209427485628127,-1.19105517117734,0.107,0.25,1,"Zyx","OPC","P56","Down"
"Tmx2",0.00228640448600539,-0.711299623009318,0.282,0.47,1,"Tmx2","OPC","P56","Down"
"Ski",0.00244745104723808,-0.677299022680438,0.242,0.432,1,"Ski","OPC","P56","Down"
"Ipo8",0.00250039078655512,-0.934658103417492,0.154,0.318,1,"Ipo8","OPC","P56","Down"
"Cadm4",0.00271094512071332,-0.427852868669143,0.664,0.818,1,"Cadm4","OPC","P56","Down"
"Mcm9",0.00282414638828392,-0.674212063761539,0.107,0.258,1,"Mcm9","OPC","P56","Down"
"Gpr37l1",0.00332006359091664,-0.322401226182174,0.852,0.932,1,"Gpr37l1","OPC","P56","Down"
"Zfyve27",0.00357621428956618,-0.796491598416182,0.188,0.348,1,"Zfyve27","OPC","P56","Down"
"Fam98a",0.00382369701686714,-0.815956008014801,0.128,0.273,1,"Fam98a","OPC","P56","Down"
"Tle1",0.00402680706403369,1.21378511303555,0.255,0.121,1,"Tle1","OPC","P56","Up"
"Sstr1",0.00407097764763824,-0.534270324825517,0.376,0.576,1,"Sstr1","OPC","P56","Down"
"Luzp2",0.00423202900194321,-0.436472295719651,0.651,0.75,1,"Luzp2","OPC","P56","Down"
"Tmed7",0.00430327065216106,-0.622871307866691,0.275,0.455,1,"Tmed7","OPC","P56","Down"
"Tmem29",0.00431224850692275,-0.791848197599075,0.235,0.402,1,"Tmem29","OPC","P56","Down"
"Pttg1ip",0.00446238773726591,-0.787067941902845,0.248,0.424,1,"Pttg1ip","OPC","P56","Down"
"Atf6",0.00446822493718221,-0.711596708746549,0.181,0.356,1,"Atf6","OPC","P56","Down"
"Zfp513",0.00450229406404199,-0.906450273143843,0.114,0.25,1,"Zfp513","OPC","P56","Down"
"Polr3h",0.0047654579953771,-0.950535660782069,0.154,0.303,1,"Polr3h","OPC","P56","Down"
"Ttc3",0.00481736779143616,0.483808846420049,0.658,0.545,1,"Ttc3","OPC","P56","Up"
"Ids",0.00525054241042886,-0.618321421054263,0.154,0.303,1,"Ids","OPC","P56","Down"
"Nup210",0.00553046431964039,-0.837102880733751,0.141,0.28,1,"Nup210","OPC","P56","Down"
"Prnp",0.005825119328868,-0.479467435286573,0.43,0.636,1,"Prnp","OPC","P56","Down"
"Chst11",0.006267933429035,-0.496752596498913,0.497,0.682,1,"Chst11","OPC","P56","Down"
"Sec24b",0.0064137499806053,-0.824306163229822,0.148,0.288,1,"Sec24b","OPC","P56","Down"
"Kcnj16",0.00644733322073103,-0.841132600538475,0.195,0.356,1,"Kcnj16","OPC","P56","Down"
"Fads1",0.00655474441920098,-0.809147771749998,0.148,0.288,1,"Fads1","OPC","P56","Down"
"Fnbp1l",0.00671029391627309,-0.837601018604355,0.174,0.333,1,"Fnbp1l","OPC","P56","Down"
"Agpat5",0.00680175100057722,-0.53591349876034,0.289,0.455,1,"Agpat5","OPC","P56","Down"
"Ints6",0.00689574973060588,-0.697111491651764,0.221,0.394,1,"Ints6","OPC","P56","Down"
"Cspg4",0.00696553672398956,-0.273985397199416,0.872,0.962,1,"Cspg4","OPC","P56","Down"
"Mfsd6",0.00711265053849585,-1.0023980284286,0.161,0.295,1,"Mfsd6","OPC","P56","Down"
"Ccdc28b",0.00744787562140775,-0.667119084203898,0.221,0.379,1,"Ccdc28b","OPC","P56","Down"
"Ssb",0.00748255320455571,-0.606202607699912,0.195,0.348,1,"Ssb","OPC","P56","Down"
"Bbip1",0.00749318261415972,0.934974542391489,0.322,0.197,1,"Bbip1","OPC","P56","Up"
"Atrx",0.00779670376590207,0.744698056016889,0.497,0.409,1,"Atrx","OPC","P56","Up"
"Sh3gl1",0.00783022028864142,-0.847875187436745,0.141,0.273,1,"Sh3gl1","OPC","P56","Down"
"Tcf25",0.00793420280546589,-0.536460454584755,0.362,0.545,1,"Tcf25","OPC","P56","Down"
"Yme1l1",0.00794012426552121,-0.693056305802442,0.295,0.477,1,"Yme1l1","OPC","P56","Down"
"Slc1a1",0.00825626816021901,-0.471892065599691,0.503,0.667,1,"Slc1a1","OPC","P56","Down"
"Zer1",0.00828295056671621,-0.757027171449795,0.262,0.394,1,"Zer1","OPC","P56","Down"
"Ly6h",0.00849864202749982,-0.610422900425235,0.315,0.462,1,"Ly6h","OPC","P56","Down"
"Tmem100",0.00857689400461343,-0.625867590696533,0.262,0.439,1,"Tmem100","OPC","P56","Down"
"Polr3k",0.00867872612157766,-0.632867696296065,0.228,0.379,1,"Polr3k","OPC","P56","Down"
"Sfi1",0.00869316692794696,-0.621093402688316,0.275,0.447,1,"Sfi1","OPC","P56","Down"
"Cst3",0.00884174499333611,-0.314854037532823,0.55,0.705,1,"Cst3","OPC","P56","Down"
"Actr1b",0.0089701559804193,0.851614643257903,0.356,0.227,1,"Actr1b","OPC","P56","Up"
"Wasl",0.00909580171802465,-0.742906957522157,0.161,0.303,1,"Wasl","OPC","P56","Down"
"Klc2",0.00922861294360012,-1.13255023665385,0.121,0.25,1,"Klc2","OPC","P56","Down"
"Stard9",0.00924991333371624,-0.458752444517818,0.235,0.417,1,"Stard9","OPC","P56","Down"
"Ints6l",0.00929960508468863,-0.526531015989299,0.403,0.568,1,"Ints6l","OPC","P56","Down"
"Amz1",0.00948709644258959,-0.629203633874344,0.282,0.432,1,"Amz1","OPC","P56","Down"
"Atxn2l",0.00949336275845696,-0.429493339922629,0.517,0.735,1,"Atxn2l","OPC","P56","Down"
"Pias3",0.00967489432725929,-0.849044724000028,0.128,0.258,1,"Pias3","OPC","P56","Down"
"Col18a1",0.00978613605009361,1.2350399676767,0.295,0.182,1,"Col18a1","OPC","P56","Up"
"Ptcd3",0.0100971391252695,0.910718258622683,0.376,0.258,1,"Ptcd3","OPC","P56","Up"
"mt-Atp8",0.0101569527824547,0.765322596903477,0.523,0.409,1,"mt-Atp8","OPC","P56","Up"
"Hnrnpul1",0.0102480008714292,-0.494154515552057,0.275,0.462,1,"Hnrnpul1","OPC","P56","Down"
"Kat6a",0.0103154464478883,-0.848484637370863,0.161,0.288,1,"Kat6a","OPC","P56","Down"
"Mettl9",0.01032935961654,-0.853616753752199,0.161,0.295,1,"Mettl9","OPC","P56","Down"
"Slc6a1",0.0106122145168397,-0.276351008402552,0.832,0.955,1,"Slc6a1","OPC","P56","Down"
"Syne1",0.01099803275267,-0.468808424718774,0.309,0.485,1,"Syne1","OPC","P56","Down"
"Pan2",0.0111091766009684,-0.569432940262974,0.174,0.318,1,"Pan2","OPC","P56","Down"
"Pias1",0.0111357200007143,0.757775580418599,0.349,0.22,1,"Pias1","OPC","P56","Up"
"Ivns1abp",0.0112016562401522,-0.524813228783874,0.376,0.53,1,"Ivns1abp","OPC","P56","Down"
"Atp1b2",0.011616976686951,-0.291389165169636,0.564,0.758,1,"Atp1b2","OPC","P56","Down"
"Lrch4",0.0116349660407761,-0.742222922245651,0.168,0.311,1,"Lrch4","OPC","P56","Down"
"Dll1",0.0116854517151444,-0.610270146958345,0.403,0.538,1,"Dll1","OPC","P56","Down"
"Slc6a9",0.0117131986433193,-0.913206097224082,0.215,0.341,1,"Slc6a9","OPC","P56","Down"
"Tcea1",0.0117287630767733,-0.825097136207189,0.128,0.25,1,"Tcea1","OPC","P56","Down"
"Zfp68",0.0118386928472834,0.980824578397834,0.255,0.144,1,"Zfp68","OPC","P56","Up"
"Ylpm1",0.011876143793336,-0.514214994913955,0.302,0.485,1,"Ylpm1","OPC","P56","Down"
"Prkce",0.011937253376423,-0.899401537651104,0.215,0.356,1,"Prkce","OPC","P56","Down"
"Nipal3",0.0119625814224807,-0.537325174047967,0.208,0.371,1,"Nipal3","OPC","P56","Down"
"Sat1",0.0123065844894704,-0.677608921818484,0.181,0.318,1,"Sat1","OPC","P56","Down"
"Btbd9",0.0127830501124356,-0.738892940738827,0.188,0.326,1,"Btbd9","OPC","P56","Down"
"Taok1",0.0127848817788329,0.784847002201302,0.403,0.295,1,"Taok1","OPC","P56","Up"
"Ankrd16",0.0128051092677498,-0.704972901737721,0.134,0.273,1,"Ankrd16","OPC","P56","Down"
"Rbm28",0.0128159128799009,-0.782897192624327,0.208,0.348,1,"Rbm28","OPC","P56","Down"
"Epb41l4b",0.0128885352992378,0.733844816362576,0.315,0.197,1,"Epb41l4b","OPC","P56","Up"
"Bptf",0.0129200022729254,-0.501633417760127,0.322,0.485,1,"Bptf","OPC","P56","Down"
"Tnfrsf19",0.0129747979445954,-0.551399407256798,0.141,0.273,1,"Tnfrsf19","OPC","P56","Down"
"Kctd17",0.0133430470216136,-0.698435828082624,0.174,0.311,1,"Kctd17","OPC","P56","Down"
"Gtf3c1",0.0134256234235713,0.880183274098172,0.255,0.136,1,"Gtf3c1","OPC","P56","Up"
"Lrrc45",0.0135273259393464,-0.74595138464374,0.174,0.303,1,"Lrrc45","OPC","P56","Down"
"Traf7",0.0136832770278624,-1.06279976823784,0.134,0.25,1,"Traf7","OPC","P56","Down"
"Dnajb12",0.0136920041093505,-0.798768683789784,0.161,0.303,1,"Dnajb12","OPC","P56","Down"
"Cacna1g",0.0139437029524478,-0.974763100990427,0.154,0.288,1,"Cacna1g","OPC","P56","Down"
"Ddx39b",0.0139555458360123,0.670962822115741,0.51,0.417,1,"Ddx39b","OPC","P56","Up"
"Mat2a",0.0140238544671641,0.426896746504287,0.718,0.689,1,"Mat2a","OPC","P56","Up"
"Pcdhga8",0.0140956386495233,-0.238537402173132,0.221,0.394,1,"Pcdhga8","OPC","P56","Down"
"Tmem181a",0.0144160050704741,0.541113783155495,0.604,0.545,1,"Tmem181a","OPC","P56","Up"
"Fam3c",0.0147103037085536,-0.417464630523086,0.228,0.386,1,"Fam3c","OPC","P56","Down"
"Tmem176b",0.0147658742908483,-0.473292855646993,0.483,0.652,1,"Tmem176b","OPC","P56","Down"
"Ifitm10",0.0148331110664152,-0.599920890699986,0.208,0.348,1,"Ifitm10","OPC","P56","Down"
"Pura",0.0149572298904728,-0.500685278399128,0.329,0.5,1,"Pura","OPC","P56","Down"
"Dip2c",0.0153490150753351,-0.481726693704748,0.154,0.288,1,"Dip2c","OPC","P56","Down"
"Rnf13",0.0154162824192533,-0.733734367209869,0.282,0.447,1,"Rnf13","OPC","P56","Down"
"Dennd1a",0.0154987023849263,-0.382111178407711,0.45,0.629,1,"Dennd1a","OPC","P56","Down"
"Abhd3",0.0157594600355277,-0.741112677163288,0.174,0.311,1,"Abhd3","OPC","P56","Down"
"Gpr162",0.0158195609760903,-0.536255683520417,0.362,0.515,1,"Gpr162","OPC","P56","Down"
"Parg",0.0159083990089631,0.966400305889407,0.295,0.182,1,"Parg","OPC","P56","Up"
"Eif2b3",0.0159644994037697,-0.923038562924018,0.134,0.258,1,"Eif2b3","OPC","P56","Down"
"Tmed4",0.0161179882433788,-0.681571462378543,0.188,0.333,1,"Tmed4","OPC","P56","Down"
"Map4",0.0161355620074183,0.708180993271081,0.376,0.265,1,"Map4","OPC","P56","Up"
"Ero1a",0.0161814063822462,-0.760676423843449,0.148,0.28,1,"Ero1a","OPC","P56","Down"
"Adgrg1",0.0162931267409412,-0.586725855870269,0.315,0.462,1,"Adgrg1","OPC","P56","Down"
"Fnbp4",0.0163190518463118,-0.520044167750013,0.295,0.47,1,"Fnbp4","OPC","P56","Down"
"Cbfb",0.0167484053263866,0.762364638929238,0.329,0.205,1,"Cbfb","OPC","P56","Up"
"Lrrfip1",0.0169624037242761,0.656835136856752,0.523,0.447,1,"Lrrfip1","OPC","P56","Up"
"Megf8",0.0171367876106905,-0.571121304208861,0.268,0.424,1,"Megf8","OPC","P56","Down"
"Epb41l2",0.0172233520098822,-1.02311552777547,0.208,0.318,1,"Epb41l2","OPC","P56","Down"
"Plekha6",0.017323118021504,-0.658410646686757,0.134,0.258,1,"Plekha6","OPC","P56","Down"
"Scamp3",0.0173998230072567,-0.633991404418926,0.154,0.288,1,"Scamp3","OPC","P56","Down"
"Arhgef11",0.0175447776345985,-0.638850952457943,0.154,0.288,1,"Arhgef11","OPC","P56","Down"
"Cdk5r1",0.018035432473176,-0.841693235910832,0.154,0.288,1,"Cdk5r1","OPC","P56","Down"
"Trim62",0.0180467875023914,1.00586621888085,0.282,0.182,1,"Trim62","OPC","P56","Up"
"Ppp1r15b",0.0182009110267939,-0.695117230846415,0.154,0.28,1,"Ppp1r15b","OPC","P56","Down"
"Zmym5",0.0182490615756231,-0.567203403169944,0.134,0.258,1,"Zmym5","OPC","P56","Down"
"Crlf3",0.0183586203084384,-0.506852043237104,0.315,0.47,1,"Crlf3","OPC","P56","Down"
"Itm2b",0.0185691875138368,-0.355910623337026,0.664,0.848,1,"Itm2b","OPC","P56","Down"
"Josd2",0.0187670986026275,-0.641070492875272,0.148,0.273,1,"Josd2","OPC","P56","Down"
"Orc3",0.0187687853593957,-0.890460014633541,0.174,0.288,1,"Orc3","OPC","P56","Down"
"Cspg5",0.0193957517292879,-0.217011441372517,0.886,0.962,1,"Cspg5","OPC","P56","Down"
"Abhd2",0.0195371932967548,-0.356151535107568,0.832,0.924,1,"Abhd2","OPC","P56","Down"
"Calr",0.0201366023563256,-0.438824276860139,0.315,0.485,1,"Calr","OPC","P56","Down"
"Cenpc1",0.0201368480739386,-0.408675520932702,0.188,0.333,1,"Cenpc1","OPC","P56","Down"
"Zfp26",0.0202241746696875,-0.817407465374818,0.141,0.258,1,"Zfp26","OPC","P56","Down"
"Tmem38a",0.0204354505002542,-0.523862720358003,0.215,0.356,1,"Tmem38a","OPC","P56","Down"
"Surf4",0.0205059207159515,-0.85794660674344,0.161,0.28,1,"Surf4","OPC","P56","Down"
"Notch1",0.0207983413754096,0.501041470522785,0.483,0.356,1,"Notch1","OPC","P56","Up"
"Zfp532",0.0211082786932722,0.48121795477977,0.577,0.5,1,"Zfp532","OPC","P56","Up"
"Ralgapb",0.0212474911929839,-0.654010197880891,0.174,0.295,1,"Ralgapb","OPC","P56","Down"
"Ppp6r3",0.021268420980722,-0.572347116061684,0.262,0.417,1,"Ppp6r3","OPC","P56","Down"
"Pcdh1",0.0213183784671937,0.539122939006367,0.597,0.5,1,"Pcdh1","OPC","P56","Up"
"Ptprj",0.0214547919710179,-0.799211633356609,0.228,0.348,1,"Ptprj","OPC","P56","Down"
"Wdr7",0.0216646865615559,-0.613371329913597,0.242,0.394,1,"Wdr7","OPC","P56","Down"
"Ipo9",0.0217232854858621,-0.608724404567274,0.262,0.409,1,"Ipo9","OPC","P56","Down"
"Secisbp2",0.0220021805159397,0.624365121638076,0.315,0.197,1,"Secisbp2","OPC","P56","Up"
"Ssr4",0.0224376716839323,-0.735849259488009,0.141,0.258,1,"Ssr4","OPC","P56","Down"
"Mlec",0.0229092277223179,-0.812891426387948,0.221,0.356,1,"Mlec","OPC","P56","Down"
"Kif3c",0.0230486728120387,-0.675220237428199,0.215,0.341,1,"Kif3c","OPC","P56","Down"
"Cfp",0.0231637077070401,-0.503334064268374,0.242,0.386,1,"Cfp","OPC","P56","Down"
"Prkcq",0.0232333253705347,-0.361919505503533,0.248,0.417,1,"Prkcq","OPC","P56","Down"
"Kdm6a",0.0232899460227648,-0.689643631949068,0.174,0.303,1,"Kdm6a","OPC","P56","Down"
"Sned1",0.0237672189822026,-0.525372895261723,0.154,0.288,1,"Sned1","OPC","P56","Down"
"Tpst1",0.0242120649979543,-0.531012563815557,0.188,0.318,1,"Tpst1","OPC","P56","Down"
"Upf3b",0.0246518649746181,-0.661282781907416,0.174,0.295,1,"Upf3b","OPC","P56","Down"
"Laptm4a",0.0249082548511482,-0.75259419513728,0.215,0.348,1,"Laptm4a","OPC","P56","Down"
"Mios",0.0255958760415588,-0.682868286962687,0.154,0.273,1,"Mios","OPC","P56","Down"
"Grik5",0.0257820356125609,-0.280921485293375,0.497,0.659,1,"Grik5","OPC","P56","Down"
"Sgk1",0.0259823520388343,0.92334200642564,0.342,0.235,1,"Sgk1","OPC","P56","Up"
"Grik2",0.0261319550150392,0.423830031615855,0.624,0.545,1,"Grik2","OPC","P56","Up"
"Dock9",0.0263201887140456,-0.295004081069903,0.805,0.841,1,"Dock9","OPC","P56","Down"
"Speg",0.026409321627447,-0.745829440686826,0.154,0.265,1,"Speg","OPC","P56","Down"
"Son",0.0269911608041079,-0.234360350901578,0.799,0.886,1,"Son","OPC","P56","Down"
"Ddx23",0.0273785924795251,-0.483680195974662,0.242,0.386,1,"Ddx23","OPC","P56","Down"
"Dbp",0.0275137585235959,-0.360213022850585,0.215,0.356,1,"Dbp","OPC","P56","Down"
"Slc1a2",0.0275403653311074,-0.184708725524722,0.638,0.811,1,"Slc1a2","OPC","P56","Down"
"Kcnip3",0.0276622839732411,-0.41674237002068,0.322,0.492,1,"Kcnip3","OPC","P56","Down"
"Tmem208",0.0278784207138962,-0.618036158111823,0.141,0.258,1,"Tmem208","OPC","P56","Down"
"Adcy1",0.0279259574602418,1.18474801669485,0.255,0.167,1,"Adcy1","OPC","P56","Up"
"Brk1",0.0281633328347207,-0.577498569552771,0.134,0.25,1,"Brk1","OPC","P56","Down"
"Golga7",0.0283192597514072,-0.444654678689816,0.208,0.341,1,"Golga7","OPC","P56","Down"
"Thoc2l",0.0284162582533524,-0.465099536070506,0.268,0.424,1,"Thoc2l","OPC","P56","Down"
"Vldlr",0.0287919225058691,0.711808394978548,0.342,0.242,1,"Vldlr","OPC","P56","Up"
"Mfsd8",0.0288247016113659,-0.47785799697739,0.168,0.295,1,"Mfsd8","OPC","P56","Down"
"Chst15",0.0291712399371324,-0.3241074496571,0.174,0.311,1,"Chst15","OPC","P56","Down"
"Fbrs",0.0297042438319148,-0.584539343251161,0.255,0.402,1,"Fbrs","OPC","P56","Down"
"Mcu",0.0297225374288674,0.902389258628411,0.268,0.174,1,"Mcu","OPC","P56","Up"
"Pmpcb",0.029905201172818,-0.577116362155169,0.154,0.273,1,"Pmpcb","OPC","P56","Down"
"Akap11",0.0303111949697016,0.69740645107706,0.376,0.28,1,"Akap11","OPC","P56","Up"
"S100a16",0.0308656673560377,-0.452453480158987,0.383,0.553,1,"S100a16","OPC","P56","Down"
"Prkar1a",0.0310326807851754,0.64843420152378,0.356,0.265,1,"Prkar1a","OPC","P56","Up"
"Klf9",0.0311764374579758,0.914445168638299,0.262,0.167,1,"Klf9","OPC","P56","Up"
"Baz2a",0.031253102058433,-0.540974534959399,0.168,0.295,1,"Baz2a","OPC","P56","Down"
"Adprh",0.0313534090498783,-0.541386018317424,0.268,0.409,1,"Adprh","OPC","P56","Down"
"Sulf2",0.0315088039658705,-0.265395017127927,0.839,0.939,1,"Sulf2","OPC","P56","Down"
"Slc38a3",0.0316046625627822,0.298239725315912,0.772,0.78,1,"Slc38a3","OPC","P56","Up"
"Jarid2",0.0316227709820755,-0.596382261243979,0.201,0.333,1,"Jarid2","OPC","P56","Down"
"Dtnb",0.0316855046703241,-0.34770323795601,0.369,0.553,1,"Dtnb","OPC","P56","Down"
"Chd7",0.0321345001198122,-0.26930969673887,0.383,0.538,1,"Chd7","OPC","P56","Down"
"Gdi1",0.0323886683731891,0.288394091088839,0.779,0.795,1,"Gdi1","OPC","P56","Up"
"Atp8a1",0.0324190080569746,0.339475071766483,0.651,0.606,1,"Atp8a1","OPC","P56","Up"
"Tmem259",0.032522702751381,-0.395923732663545,0.383,0.545,1,"Tmem259","OPC","P56","Down"
"Prr36",0.0325298999817802,-0.673447073401326,0.248,0.379,1,"Prr36","OPC","P56","Down"
"Nfat5",0.0327909194125895,-0.336979933454149,0.43,0.614,1,"Nfat5","OPC","P56","Down"
"Ttc19",0.0337444809762738,-0.559141296176391,0.342,0.477,1,"Ttc19","OPC","P56","Down"
"mt-Co1",0.0343245571502041,0.615853979097079,0.51,0.386,1,"mt-Co1","OPC","P56","Up"
"Igfbp3",0.0345793892258251,-0.624819988898657,0.188,0.295,1,"Igfbp3","OPC","P56","Down"
"Ssbp1",0.0353751228296967,-0.608162366725851,0.188,0.311,1,"Ssbp1","OPC","P56","Down"
"Napa",0.0358138151794881,0.732673762348631,0.255,0.159,1,"Napa","OPC","P56","Up"
"Itm2c",0.0360834788168807,-0.256066444101787,0.745,0.856,1,"Itm2c","OPC","P56","Down"
"Fam204a",0.0361864112071398,-0.605316627362651,0.168,0.28,1,"Fam204a","OPC","P56","Down"
"P4hb",0.0367307558477206,0.973842683251966,0.262,0.174,1,"P4hb","OPC","P56","Up"
"Rtn1",0.0368208352993311,-0.222116746368722,0.638,0.811,1,"Rtn1","OPC","P56","Down"
"Tnpo2",0.0370307492967436,-0.428910728783044,0.215,0.341,1,"Tnpo2","OPC","P56","Down"
"Stim1",0.0373635608327402,-0.619559152323075,0.228,0.364,1,"Stim1","OPC","P56","Down"
"Dnaja1",0.037386838733412,0.532634043762454,0.362,0.258,1,"Dnaja1","OPC","P56","Up"
"Sirpa",0.0374115348169287,0.59728741574388,0.436,0.348,1,"Sirpa","OPC","P56","Up"
"Rnpep",0.0385453459280934,-0.750438366891002,0.174,0.28,1,"Rnpep","OPC","P56","Down"
"Esyt2",0.038596901501052,-0.544028044060796,0.201,0.333,1,"Esyt2","OPC","P56","Down"
"Pomt2",0.0386357622704115,-0.708964224374704,0.161,0.265,1,"Pomt2","OPC","P56","Down"
"Mapk1ip1",0.0387615613001699,-0.493147459493148,0.349,0.5,1,"Mapk1ip1","OPC","P56","Down"
"Mpv17",0.0387869128085861,-0.543784583104099,0.188,0.303,1,"Mpv17","OPC","P56","Down"
"Gpcpd1",0.0391215942141454,-0.275545011423294,0.557,0.72,1,"Gpcpd1","OPC","P56","Down"
"Fus",0.0392593736257626,0.373023099230709,0.658,0.598,1,"Fus","OPC","P56","Up"
"Tmem127",0.0395315880405042,-0.477680292211639,0.181,0.311,1,"Tmem127","OPC","P56","Down"
"Kdm3a",0.0397450332121743,-0.536878168417752,0.282,0.402,1,"Kdm3a","OPC","P56","Down"
"Smg5",0.0398984078395666,-0.615183264496799,0.154,0.265,1,"Smg5","OPC","P56","Down"
"Ttyh1",0.0407900086249216,-0.246620910376108,0.664,0.826,1,"Ttyh1","OPC","P56","Down"
"Crebzf",0.0408474168571656,-0.417839824464094,0.45,0.598,1,"Crebzf","OPC","P56","Down"
"Cdk14",0.0408476898072485,-0.510116820108246,0.342,0.5,1,"Cdk14","OPC","P56","Down"
"Sall3",0.0408852839520673,0.86729733467834,0.268,0.182,1,"Sall3","OPC","P56","Up"
"Dhx30",0.0410162754183329,-0.729929378502267,0.188,0.295,1,"Dhx30","OPC","P56","Down"
"Sbno1",0.0415662239518422,-0.507409030669455,0.302,0.424,1,"Sbno1","OPC","P56","Down"
"Pigb",0.0421365338815282,-0.541057950727921,0.154,0.258,1,"Pigb","OPC","P56","Down"
"Syt7",0.0422985535368098,1.05976434976058,0.275,0.197,1,"Syt7","OPC","P56","Up"
"Cd81",0.0424701975937277,-0.207419819857582,0.886,0.902,1,"Cd81","OPC","P56","Down"
"Ppp1r12b",0.0430572410132757,-0.607017498407334,0.148,0.258,1,"Ppp1r12b","OPC","P56","Down"
"Cacna1d",0.0431184079934971,-0.528761665184391,0.302,0.439,1,"Cacna1d","OPC","P56","Down"
"Ercc2",0.043191203835171,-0.570763470263924,0.168,0.28,1,"Ercc2","OPC","P56","Down"
"Tspan13",0.043766149979884,-0.645468481182942,0.228,0.348,1,"Tspan13","OPC","P56","Down"
"Klhl32",0.0438938683428316,-0.395700553388631,0.161,0.28,1,"Klhl32","OPC","P56","Down"
"Gpd1",0.0442993891363207,-0.880750699548611,0.242,0.348,1,"Gpd1","OPC","P56","Down"
"Npr2",0.0443376893072832,0.6645067912873,0.282,0.189,1,"Npr2","OPC","P56","Up"
"Serpine2",0.0443923430821821,-0.185864738207776,0.852,0.947,1,"Serpine2","OPC","P56","Down"
"Tmem9",0.0447709357034133,-0.449482251669194,0.215,0.341,1,"Tmem9","OPC","P56","Down"
"Zfp280d",0.0451085559042953,-0.41667982824322,0.349,0.485,1,"Zfp280d","OPC","P56","Down"
"Rapgef3",0.0455471335906949,-0.479939789135248,0.248,0.379,1,"Rapgef3","OPC","P56","Down"
"Grid2ip",0.0456445511137986,-0.629076986909638,0.154,0.258,1,"Grid2ip","OPC","P56","Down"
"Vps13c",0.0457424390615223,-0.50543270553515,0.221,0.341,1,"Vps13c","OPC","P56","Down"
"Rfx7",0.0459207641187541,-0.512480769928771,0.195,0.311,1,"Rfx7","OPC","P56","Down"
"Bmpr1a",0.0459418193745461,0.754010643138233,0.295,0.212,1,"Bmpr1a","OPC","P56","Up"
"Phf14",0.0460001138940153,-0.278439128617117,0.523,0.674,1,"Phf14","OPC","P56","Down"
