"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","TimePoint","Regulation"
"Syvn1",0.00541916142555889,0.842245245389901,0.478,0.279,1,"Syvn1","COP","P23","Up"
"Rab34",0.00542608615668684,1.53448869683636,0.378,0.221,1,"Rab34","COP","P23","Up"
"Gp1bb",0.00548112938668791,-0.76908717890095,0.433,0.651,1,"Gp1bb","COP","P23","Down"
"Agps",0.00554104617563801,-1.37266425677595,0.133,0.302,1,"Agps","COP","P23","Down"
"Lta4h",0.00571512662883197,1.30284610753518,0.367,0.198,1,"Lta4h","COP","P23","Up"
"Aggf1",0.00586348810458647,-1.31020136031399,0.111,0.279,1,"Aggf1","COP","P23","Down"
"Meaf6",0.00633192633289759,-1.43787926544778,0.167,0.326,1,"Meaf6","COP","P23","Down"
"Tmem132d",0.00635096193073769,0.750013843869909,0.511,0.302,1,"Tmem132d","COP","P23","Up"
"Plxna3",0.00643344053874668,-0.556981254745245,0.244,0.477,1,"Plxna3","COP","P23","Down"
"Cpeb3",0.00658959857111581,-1.21718858355194,0.167,0.337,1,"Cpeb3","COP","P23","Down"
"Acsl1",0.00668610146157167,-1.14569210123165,0.133,0.302,1,"Acsl1","COP","P23","Down"
"Phf20",0.00674623753309222,-1.20175549316172,0.167,0.337,1,"Phf20","COP","P23","Down"
"Shkbp1",0.006944735515068,1.54830448322971,0.267,0.116,1,"Shkbp1","COP","P23","Up"
"Sec13",0.00704091562518754,-1.3077094146335,0.156,0.314,1,"Sec13","COP","P23","Down"
"Tmem80",0.00712579615852483,1.33935778946069,0.311,0.151,1,"Tmem80","COP","P23","Up"
"Haus7",0.00719244994228343,0.8809545710398,0.311,0.14,1,"Haus7","COP","P23","Up"
"Cyfip2",0.00722309596379735,0.383824080346264,0.989,0.86,1,"Cyfip2","COP","P23","Up"
"Ints13",0.0073496650307955,-0.873749460239496,0.3,0.488,1,"Ints13","COP","P23","Down"
"Luc7l3",0.00755290860567842,0.489144871685714,0.878,0.814,1,"Luc7l3","COP","P23","Up"
"Ccnl2",0.00756949856252798,0.453385498862603,0.922,0.826,1,"Ccnl2","COP","P23","Up"
"Rnf216",0.00828591533705168,0.934597890444557,0.433,0.256,1,"Rnf216","COP","P23","Up"
"Hectd4",0.00843805364171006,0.978549493288066,0.444,0.256,1,"Hectd4","COP","P23","Up"
"Rab33a",0.00928547435831932,-0.814984567146494,0.3,0.465,1,"Rab33a","COP","P23","Down"
"Akt3",0.00950931426772445,0.740263889359848,0.478,0.302,1,"Akt3","COP","P23","Up"
"Uty",0.00978466801111333,0.845310065842412,0.467,0.267,1,"Uty","COP","P23","Up"
"Lrrc4b",0.00982845337021024,-0.71408121701205,0.544,0.767,1,"Lrrc4b","COP","P23","Down"
"Lbh",0.00987407964194764,0.471961106443372,0.556,0.337,1,"Lbh","COP","P23","Up"
"Clk3",0.0101307761318208,-0.729461903327469,0.3,0.488,1,"Clk3","COP","P23","Down"
"S100a16",0.0102132715626334,-0.888173587806119,0.4,0.558,1,"S100a16","COP","P23","Down"
"Arid1b",0.0102530988909869,-1.00129691831408,0.144,0.302,1,"Arid1b","COP","P23","Down"
"Map6",0.0105876449109746,1.06472713987542,0.467,0.326,1,"Map6","COP","P23","Up"
"Sox10",0.0111052177018712,-0.326874656710575,0.956,0.988,1,"Sox10","COP","P23","Down"
"Cgrrf1",0.0115372068311985,1.35174169324798,0.256,0.105,1,"Cgrrf1","COP","P23","Up"
"Zmym4",0.0116530061189686,0.811584977337414,0.467,0.279,1,"Zmym4","COP","P23","Up"
"Rhbdf1",0.0117742757656457,1.57609255644018,0.256,0.116,1,"Rhbdf1","COP","P23","Up"
"Mzt1",0.0117986565418861,-0.937009216300979,0.167,0.326,1,"Mzt1","COP","P23","Down"
"Rad23b",0.0119102423788698,1.20912871484649,0.267,0.116,1,"Rad23b","COP","P23","Up"
"Snx30",0.0121358135195979,0.672831875789798,0.5,0.314,1,"Snx30","COP","P23","Up"
"Tob1",0.0126754939639545,-0.892501587921355,0.111,0.267,1,"Tob1","COP","P23","Down"
"Wdr77",0.0128420156761839,-0.851312849545841,0.244,0.43,1,"Wdr77","COP","P23","Down"
"Nova1",0.012975958296467,1.10520128368618,0.467,0.291,1,"Nova1","COP","P23","Up"
"Scn2a",0.0130149344223952,-0.791767285923749,0.167,0.337,1,"Scn2a","COP","P23","Down"
"Epn2",0.0130465489077049,0.479632498006686,0.889,0.756,1,"Epn2","COP","P23","Up"
"Hexdc",0.0131082401016049,-0.940157347722841,0.211,0.372,1,"Hexdc","COP","P23","Down"
"Srrt",0.0135822154447226,-0.66167510537969,0.422,0.64,1,"Srrt","COP","P23","Down"
"Arl8a",0.0136073720434453,-0.691013817070753,0.311,0.523,1,"Arl8a","COP","P23","Down"
"Zfp407",0.0136219843037713,0.875291477693009,0.322,0.163,1,"Zfp407","COP","P23","Up"
"Dcaf6",0.0138009809758373,0.83490878857175,0.367,0.198,1,"Dcaf6","COP","P23","Up"
"Cep85l",0.0141666471419587,1.01125880240367,0.289,0.14,1,"Cep85l","COP","P23","Up"
"Entr1",0.0142776709565395,-0.518568516487258,0.467,0.616,1,"Entr1","COP","P23","Down"
"Zfp827",0.0143527524131111,0.46110321304262,0.856,0.674,1,"Zfp827","COP","P23","Up"
"Xrn1",0.0143703901641072,1.30323604731477,0.344,0.209,1,"Xrn1","COP","P23","Up"
"Rpgr",0.0143840844670198,-1.06335947082148,0.2,0.372,1,"Rpgr","COP","P23","Down"
"Efs",0.0143922242397056,0.558074418062664,0.744,0.721,1,"Efs","COP","P23","Up"
"Mgat5b",0.0144507268387832,-0.599326769247483,0.244,0.43,1,"Mgat5b","COP","P23","Down"
"Hsph1",0.0146849076106393,0.734207670748259,0.522,0.349,1,"Hsph1","COP","P23","Up"
"Lrrfip1",0.0147541353680605,0.812795650046735,0.511,0.349,1,"Lrrfip1","COP","P23","Up"
"Capzb",0.0147769826463561,0.87607497175582,0.389,0.209,1,"Capzb","COP","P23","Up"
"Cd9",0.014982215139936,0.333739582341816,0.978,0.977,1,"Cd9","COP","P23","Up"
"Hmbox1",0.0151133190748175,0.765813060605117,0.4,0.221,1,"Hmbox1","COP","P23","Up"
"Fam172a",0.0151514568459649,-1.14355841415338,0.144,0.302,1,"Fam172a","COP","P23","Down"
"Nasp",0.0153796683442065,-0.830049404153603,0.3,0.477,1,"Nasp","COP","P23","Down"
"Rnf5",0.0159598315805264,-1.35807269963831,0.144,0.291,1,"Rnf5","COP","P23","Down"
"Elp3",0.0160313956660234,-1.4731536775566,0.178,0.314,1,"Elp3","COP","P23","Down"
"Smpd1",0.0162370938232258,0.922012115402949,0.333,0.186,1,"Smpd1","COP","P23","Up"
"Odf2l",0.0165076850380115,-1.1928161512317,0.144,0.291,1,"Odf2l","COP","P23","Down"
"Chd1",0.0170902863204131,0.860400286066639,0.367,0.209,1,"Chd1","COP","P23","Up"
"Ncald",0.01744712467175,0.615464829673856,0.656,0.488,1,"Ncald","COP","P23","Up"
"Ppp4c",0.0175150829473258,-1.14732463529533,0.133,0.267,1,"Ppp4c","COP","P23","Down"
"Hnrnph2",0.0178564769804451,0.907822671690851,0.333,0.174,1,"Hnrnph2","COP","P23","Up"
"Ube2k",0.0181475898962803,0.616881819142403,0.378,0.198,1,"Ube2k","COP","P23","Up"
"Hsp90b1",0.0182216386935097,0.711178536022038,0.589,0.442,1,"Hsp90b1","COP","P23","Up"
"Ankrd13d",0.0182273768671214,-1.08563717364481,0.111,0.256,1,"Ankrd13d","COP","P23","Down"
"Prrt1",0.0182705630711426,1.04463763007056,0.278,0.128,1,"Prrt1","COP","P23","Up"
"P2rx4",0.0185175308758722,-1.03908783567967,0.156,0.302,1,"P2rx4","COP","P23","Down"
"Msi2",0.0186943493614544,0.532520400516816,0.744,0.64,1,"Msi2","COP","P23","Up"
"Rbck1",0.0190151665979596,0.965249578180741,0.356,0.209,1,"Rbck1","COP","P23","Up"
"Dlg3",0.0190283394733599,0.904805240183159,0.256,0.116,1,"Dlg3","COP","P23","Up"
"Pnkp",0.019117396069276,1.29042806407365,0.289,0.151,1,"Pnkp","COP","P23","Up"
"Tmem181a",0.0195951793372147,0.511473949047293,0.667,0.477,1,"Tmem181a","COP","P23","Up"
"Tmub2",0.0196495510242523,-1.11708254752574,0.144,0.279,1,"Tmub2","COP","P23","Down"
"Nynrin",0.0197364553799084,-0.750520329540113,0.156,0.314,1,"Nynrin","COP","P23","Down"
"Gtdc1",0.0198587770885977,-1.20713646899687,0.133,0.267,1,"Gtdc1","COP","P23","Down"
"Prdx2",0.0198588684970844,-0.610881624937154,0.278,0.453,1,"Prdx2","COP","P23","Down"
"Usp33",0.0198635604825032,-0.623924792817464,0.411,0.558,1,"Usp33","COP","P23","Down"
"Pbrm1",0.0200973310349661,-0.57173285254369,0.422,0.628,1,"Pbrm1","COP","P23","Down"
"Pepd",0.020313383786505,1.19935540674705,0.278,0.14,1,"Pepd","COP","P23","Up"
"Cdh10",0.0203616981265516,-1.02636535731239,0.4,0.523,1,"Cdh10","COP","P23","Down"
"Ndufa13",0.0204352113405508,-0.738632570136471,0.211,0.372,1,"Ndufa13","COP","P23","Down"
"Ddx46",0.0204352569279288,0.701449348002672,0.589,0.453,1,"Ddx46","COP","P23","Up"
"Exoc1",0.0207800686608995,-0.68098927643054,0.344,0.512,1,"Exoc1","COP","P23","Down"
"Sptlc1",0.0208516053648473,-1.10146580349179,0.156,0.291,1,"Sptlc1","COP","P23","Down"
"Lmf2",0.0208769323790115,-1.05440556554556,0.122,0.256,1,"Lmf2","COP","P23","Down"
"Dusp11",0.0209111596609741,0.299091055516307,0.911,0.826,1,"Dusp11","COP","P23","Up"
"Ndufs4",0.0211914753141103,-0.803966963050974,0.144,0.302,1,"Ndufs4","COP","P23","Down"
"Oxct1",0.0214108643897462,-0.943667969965104,0.156,0.302,1,"Oxct1","COP","P23","Down"
"Dnajc16",0.0215364337798691,-1.18027040122694,0.156,0.291,1,"Dnajc16","COP","P23","Down"
"Xpnpep1",0.0217123855586849,0.957608058717808,0.3,0.163,1,"Xpnpep1","COP","P23","Up"
"Cep78",0.0224545940979316,0.839891559906161,0.322,0.163,1,"Cep78","COP","P23","Up"
"Slc36a1",0.0224688158400873,1.30541724959046,0.278,0.151,1,"Slc36a1","COP","P23","Up"
"Cntn6",0.0230074806343457,1.00461289965421,0.333,0.186,1,"Cntn6","COP","P23","Up"
"Ssna1",0.0234966537219586,-0.898552180448429,0.211,0.36,1,"Ssna1","COP","P23","Down"
"Cldn11",0.0235831609397969,0.560835128466678,0.722,0.64,1,"Cldn11","COP","P23","Up"
"Arfip2",0.0237774870322909,-0.62918167600373,0.478,0.628,1,"Arfip2","COP","P23","Down"
"Tjp1",0.0237952654604828,0.716969805342476,0.478,0.302,1,"Tjp1","COP","P23","Up"
"Ppp2ca",0.0239571899749705,0.611120471343022,0.578,0.442,1,"Ppp2ca","COP","P23","Up"
"Susd5",0.0240000182300866,1.02732690703052,0.367,0.221,1,"Susd5","COP","P23","Up"
"Naa20",0.0243123245302322,-0.352696030652041,0.644,0.86,1,"Naa20","COP","P23","Down"
"Ebna1bp2",0.0243374693347767,-0.950876789044456,0.178,0.326,1,"Ebna1bp2","COP","P23","Down"
"Dcaf12",0.0244160171227079,0.623010919297907,0.389,0.221,1,"Dcaf12","COP","P23","Up"
"Pbx2",0.0248750505226856,-1.05544122231621,0.178,0.314,1,"Pbx2","COP","P23","Down"
"Derl2",0.0253877945799695,-1.07146010150319,0.2,0.349,1,"Derl2","COP","P23","Down"
"Otub1",0.0254594370761804,1.09871455584294,0.344,0.209,1,"Otub1","COP","P23","Up"
"Npr2",0.0257535248360403,1.3661265767139,0.267,0.14,1,"Npr2","COP","P23","Up"
"Ddhd2",0.0257863186395489,-0.64618926887493,0.389,0.558,1,"Ddhd2","COP","P23","Down"
"Tcf25",0.0258278092784495,0.483661546227911,0.689,0.512,1,"Tcf25","COP","P23","Up"
"Usp7",0.0258886869168054,-0.547609270183293,0.344,0.535,1,"Usp7","COP","P23","Down"
"Scfd1",0.0259169053907517,-0.782523810875769,0.333,0.488,1,"Scfd1","COP","P23","Down"
"Pfas",0.0262397081765876,0.900795002126535,0.367,0.233,1,"Pfas","COP","P23","Up"
"Mtmr3",0.0264381321636955,0.779941287194504,0.378,0.233,1,"Mtmr3","COP","P23","Up"
"Rnf149",0.026804039109598,-1.13140575940472,0.133,0.267,1,"Rnf149","COP","P23","Down"
"Cdipt",0.0268195469902318,-1.27058334218872,0.133,0.256,1,"Cdipt","COP","P23","Down"
"Akap13",0.0268327630940548,0.910015326780629,0.333,0.186,1,"Akap13","COP","P23","Up"
"Rfx3",0.0270350844719681,-0.7723805469902,0.133,0.279,1,"Rfx3","COP","P23","Down"
"Ankfy1",0.0272505588894563,1.04417867291526,0.289,0.163,1,"Ankfy1","COP","P23","Up"
"Cenpc1",0.0272507161728303,-0.866857733518988,0.156,0.302,1,"Cenpc1","COP","P23","Down"
"Dock9",0.0272517151111272,0.310036387666714,0.978,0.965,1,"Dock9","COP","P23","Up"
"Tbck",0.0274043180822461,0.761790353335048,0.433,0.267,1,"Tbck","COP","P23","Up"
"Pafah1b2",0.0277246751887649,-0.80410764040321,0.178,0.326,1,"Pafah1b2","COP","P23","Down"
"Has2",0.0277995633289859,-0.79787458453675,0.144,0.291,1,"Has2","COP","P23","Down"
"Agpat5",0.0280925871179088,-0.92944661458511,0.144,0.291,1,"Agpat5","COP","P23","Down"
"Naga",0.0282202704676919,1.00908289076037,0.267,0.14,1,"Naga","COP","P23","Up"
"Gfpt1",0.0286704737250402,-1.00153383108315,0.244,0.407,1,"Gfpt1","COP","P23","Down"
"Ago1",0.0295100839122884,1.03307064154108,0.311,0.174,1,"Ago1","COP","P23","Up"
"Sik3",0.0296537772226302,0.682746060202542,0.411,0.256,1,"Sik3","COP","P23","Up"
"Fry",0.029826669230634,-0.681252031886509,0.356,0.523,1,"Fry","COP","P23","Down"
"Sec11a",0.0306379359858235,-0.72542353656121,0.311,0.465,1,"Sec11a","COP","P23","Down"
"Pex2",0.0307026516031043,-0.581313264154924,0.322,0.488,1,"Pex2","COP","P23","Down"
"Kdm2a",0.0307048997653447,0.38981893861709,0.733,0.523,1,"Kdm2a","COP","P23","Up"
"Arid1a",0.0308121180704074,0.867308223404665,0.378,0.244,1,"Arid1a","COP","P23","Up"
"Znrf1",0.0308531918795984,0.37733260134272,0.778,0.686,1,"Znrf1","COP","P23","Up"
"Gstz1",0.0310885055322896,1.30243058085579,0.278,0.163,1,"Gstz1","COP","P23","Up"
"Tspoap1",0.0311335232566205,0.762853134176782,0.433,0.279,1,"Tspoap1","COP","P23","Up"
"Ppm1b",0.0312857382219833,0.608638075735734,0.511,0.349,1,"Ppm1b","COP","P23","Up"
"Tgfbrap1",0.031378815287899,-0.604279844003487,0.267,0.43,1,"Tgfbrap1","COP","P23","Down"
"Matr3",0.0316276352320855,-0.570105002215933,0.289,0.453,1,"Matr3","COP","P23","Down"
"Dlat",0.0317124267949299,0.953034566451203,0.267,0.14,1,"Dlat","COP","P23","Up"
"Bloc1s2",0.03175095849602,-0.97813562463684,0.167,0.302,1,"Bloc1s2","COP","P23","Down"
"Dmpk",0.0319259419620457,0.314549928893791,0.644,0.442,1,"Dmpk","COP","P23","Up"
"Ankrd16",0.0323829477481428,-1.02878737886569,0.156,0.291,1,"Ankrd16","COP","P23","Down"
"Rnf123",0.0323854724971623,-0.742765010831311,0.133,0.279,1,"Rnf123","COP","P23","Down"
"Mag",0.0326787796786808,-0.545319003114716,0.478,0.616,1,"Mag","COP","P23","Down"
"Sh3bp4",0.0327861592537105,0.378439390925599,0.789,0.721,1,"Sh3bp4","COP","P23","Up"
"Dennd6b",0.0332147785385699,-0.856680654013648,0.211,0.349,1,"Dennd6b","COP","P23","Down"
"Wiz",0.0332147785385699,-0.897506648956137,0.211,0.349,1,"Wiz","COP","P23","Down"
"Trim35",0.0337674049218811,-0.453094728467652,0.367,0.547,1,"Trim35","COP","P23","Down"
"Glrb",0.0338741744702754,0.556200595356314,0.711,0.605,1,"Glrb","COP","P23","Up"
"Col27a1",0.0350685792258127,0.914654434289054,0.489,0.372,1,"Col27a1","COP","P23","Up"
"Gga3",0.0351138381427442,0.737886161115797,0.422,0.291,1,"Gga3","COP","P23","Up"
"Ap2m1",0.0352670721137745,-0.61590749747338,0.433,0.581,1,"Ap2m1","COP","P23","Down"
"Gpsm1",0.0361499844293751,-0.981011240853941,0.156,0.279,1,"Gpsm1","COP","P23","Down"
"Fyn",0.0362670610956643,-0.197703271312911,1,1,1,"Fyn","COP","P23","Down"
"Aen",0.0364990117296231,-1.01636164422686,0.144,0.267,1,"Aen","COP","P23","Down"
"Pwwp2a",0.0368594297106453,-0.587781093627523,0.311,0.477,1,"Pwwp2a","COP","P23","Down"
"Pcdhgb5",0.0370790135117829,0.981047341135746,0.333,0.198,1,"Pcdhgb5","COP","P23","Up"
"Tmx2",0.0371306219346458,-0.604008534619856,0.278,0.43,1,"Tmx2","COP","P23","Down"
"Agrn",0.0371890661588619,-0.372400515788018,0.789,0.826,1,"Agrn","COP","P23","Down"
"Sox6",0.0372608751735404,0.418573156684118,0.833,0.744,1,"Sox6","COP","P23","Up"
"Timm44",0.037286058123671,0.457545462857245,0.511,0.36,1,"Timm44","COP","P23","Up"
"Eif2s3y",0.0379273026919182,0.467268122481048,0.667,0.465,1,"Eif2s3y","COP","P23","Up"
"Zbtb6",0.0380570591881659,-0.746239684924714,0.133,0.267,1,"Zbtb6","COP","P23","Down"
"Pds5a",0.0380846839704596,-0.643556824353378,0.256,0.43,1,"Pds5a","COP","P23","Down"
"Ptk2",0.038396957143485,-0.40462532601455,0.733,0.779,1,"Ptk2","COP","P23","Down"
"Ginm1",0.0384813311461388,-0.766732985858383,0.2,0.337,1,"Ginm1","COP","P23","Down"
"Rhobtb3",0.0384848498164316,-0.58741650391473,0.289,0.442,1,"Rhobtb3","COP","P23","Down"
"Hspa4l",0.0390529673921229,0.748383609777101,0.3,0.163,1,"Hspa4l","COP","P23","Up"
"Srsf4",0.0394321030786962,-0.753432189420069,0.222,0.36,1,"Srsf4","COP","P23","Down"
"Zfp384",0.0395185938236228,0.805188097312803,0.444,0.337,1,"Zfp384","COP","P23","Up"
"Smc3",0.0395627410366733,-0.931536910404064,0.2,0.337,1,"Smc3","COP","P23","Down"
"Zeb2",0.0396933968374845,-0.233209773050618,1,0.988,1,"Zeb2","COP","P23","Down"
"Mgll",0.0399221865632091,0.633930393256309,0.678,0.651,1,"Mgll","COP","P23","Up"
"Ndufa3",0.0402675811431362,-0.97873794661676,0.178,0.314,1,"Ndufa3","COP","P23","Down"
"Fam204a",0.0403494075392318,1.01135834637614,0.389,0.267,1,"Fam204a","COP","P23","Up"
"Cops5",0.0403991859089503,-0.706389182650307,0.278,0.43,1,"Cops5","COP","P23","Down"
"Wnk1",0.0404963089500558,-0.313076502742992,0.633,0.849,1,"Wnk1","COP","P23","Down"
"Anapc16",0.0407468703177916,0.867783169465461,0.356,0.233,1,"Anapc16","COP","P23","Up"
"Usp4",0.0407798638646122,-0.718322082302927,0.356,0.5,1,"Usp4","COP","P23","Down"
"Cand1",0.0409262508872571,0.837105602004923,0.311,0.198,1,"Cand1","COP","P23","Up"
"Ubr4",0.0411728689283666,0.538353122187908,0.522,0.372,1,"Ubr4","COP","P23","Up"
"Erp44",0.0413087576431374,-0.828178951438593,0.189,0.326,1,"Erp44","COP","P23","Down"
"Usp16",0.0418163295960117,-0.416776442958875,0.8,0.802,1,"Usp16","COP","P23","Down"
"Rnf38",0.0418174991400375,0.590034276214259,0.456,0.302,1,"Rnf38","COP","P23","Up"
"Rrbp1",0.0420432450112825,0.396796026175075,0.556,0.43,1,"Rrbp1","COP","P23","Up"
"Acat1",0.042083439606068,0.791948676429058,0.322,0.186,1,"Acat1","COP","P23","Up"
"Bclaf1",0.0425641311364239,-0.517251435854428,0.478,0.628,1,"Bclaf1","COP","P23","Down"
"Naxd",0.0426172909002063,0.900149948221139,0.3,0.186,1,"Naxd","COP","P23","Up"
"Vmp1",0.0428259662544997,-0.603564034660877,0.344,0.453,1,"Vmp1","COP","P23","Down"
"Slc25a4",0.042833835587969,-0.918050687335634,0.156,0.279,1,"Slc25a4","COP","P23","Down"
"Pgap1",0.0429564625293116,-1.08545804307844,0.144,0.267,1,"Pgap1","COP","P23","Down"
"Dpp8",0.0429753234596849,0.623629962903301,0.489,0.337,1,"Dpp8","COP","P23","Up"
"Pcdhga9",0.0431513110295655,1.06447928712393,0.356,0.233,1,"Pcdhga9","COP","P23","Up"
"Sash1",0.0435002525451714,-0.471559125775159,0.422,0.628,1,"Sash1","COP","P23","Down"
"Zc3h13",0.0436431569238867,0.954498758203677,0.278,0.163,1,"Zc3h13","COP","P23","Up"
"Gtf2a1",0.0438998518643438,0.874829663707299,0.278,0.151,1,"Gtf2a1","COP","P23","Up"
"Hipk1",0.0442723744176677,0.752252133572222,0.3,0.174,1,"Hipk1","COP","P23","Up"
"Rprd1a",0.0444911100085019,-0.743193978349455,0.267,0.395,1,"Rprd1a","COP","P23","Down"
"Pts",0.0445501500912981,-0.829880192779031,0.156,0.279,1,"Pts","COP","P23","Down"
"Tle4",0.0449579177541015,0.629622162609132,0.456,0.291,1,"Tle4","COP","P23","Up"
"Spg11",0.0450819168822017,-0.879853910806168,0.178,0.314,1,"Spg11","COP","P23","Down"
"Rnaseh1",0.04542482755671,-0.907376172535823,0.189,0.314,1,"Rnaseh1","COP","P23","Down"
"Polr3gl",0.0458751476596924,-0.893791595776854,0.156,0.279,1,"Polr3gl","COP","P23","Down"
"Ehmt2",0.046263043086328,-0.569929998535706,0.5,0.593,1,"Ehmt2","COP","P23","Down"
"Kif1a",0.0463713911477208,-0.385223202602156,0.5,0.651,1,"Kif1a","COP","P23","Down"
"Ngly1",0.0464766751466735,1.10713320024198,0.278,0.163,1,"Ngly1","COP","P23","Up"
"Tbc1d13",0.0465317580574835,-0.811132563399045,0.144,0.267,1,"Tbc1d13","COP","P23","Down"
"Ctif",0.046666490315107,1.13132949733465,0.256,0.14,1,"Ctif","COP","P23","Up"
"Rrn3",0.046797866948816,-0.894869317951012,0.167,0.291,1,"Rrn3","COP","P23","Down"
"Sh3rf1",0.0468366939475241,-0.288653837446678,0.689,0.802,1,"Sh3rf1","COP","P23","Down"
"Ythdf3",0.0468990481173589,-0.578936237808245,0.456,0.581,1,"Ythdf3","COP","P23","Down"
"Fam120b",0.0473810847116793,0.686010233840261,0.389,0.267,1,"Fam120b","COP","P23","Up"
"Khdrbs2",0.0473953384935409,-0.588580076667947,0.267,0.407,1,"Khdrbs2","COP","P23","Down"
"Ddx39a",0.0477832712996985,0.827439337506471,0.311,0.186,1,"Ddx39a","COP","P23","Up"
"Itch",0.0479461083894825,-0.776217664023828,0.178,0.302,1,"Itch","COP","P23","Down"
"Edem1",0.0480658847536671,-0.943903349412263,0.167,0.279,1,"Edem1","COP","P23","Down"
"Nras",0.0481660632790878,-0.722686861440909,0.211,0.349,1,"Nras","COP","P23","Down"
"Yeats2",0.0484792568753921,-0.790721977080144,0.256,0.384,1,"Yeats2","COP","P23","Down"
"Colgalt1",0.0486378770086965,-0.720321165879879,0.3,0.43,1,"Colgalt1","COP","P23","Down"
"Mboat2",0.048846798635759,0.47022213001636,0.311,0.163,1,"Mboat2","COP","P23","Up"
"Atrip",0.0493049517499746,0.590304904016971,0.289,0.163,1,"Atrip","COP","P23","Up"
"Ywhae",0.0493370436104093,-0.813909353829399,0.189,0.314,1,"Ywhae","COP","P23","Down"
"Atf6",0.0496161552668646,-0.782536565729331,0.2,0.337,1,"Atf6","COP","P23","Down"
