"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","TimePoint","Regulation"
"Dcaf15",0.000201084875721641,-2.10734569373,0.133,0.463,1,"Dcaf15","NFOL","P23","Down"
"Slc25a42",0.000292267247487638,2.14106022019652,0.4,0.119,1,"Slc25a42","NFOL","P23","Up"
"Fbxl3",0.000310920365491198,-2.33011520046288,0.067,0.373,1,"Fbxl3","NFOL","P23","Down"
"Nfasc",0.000409020099661981,-0.227772963094412,1,1,1,"Nfasc","NFOL","P23","Down"
"Lmf2",0.000513436031638453,-2.64280862574986,0.067,0.343,1,"Lmf2","NFOL","P23","Down"
"Ss18l2",0.000716268212351781,-0.960054249662881,0.6,0.806,1,"Ss18l2","NFOL","P23","Down"
"Map3k12",0.000771980958934288,1.7106157776437,0.378,0.119,1,"Map3k12","NFOL","P23","Up"
"Fbxo31",0.00103928368813456,2.34468294901148,0.289,0.06,1,"Fbxo31","NFOL","P23","Up"
"Tmem151a",0.00126201027672272,-0.838166088125497,0.622,0.851,1,"Tmem151a","NFOL","P23","Down"
"Sft2d3",0.0012842530045938,1.57247769646273,0.4,0.134,1,"Sft2d3","NFOL","P23","Up"
"Acot7",0.0015397012683567,1.2817915648265,0.489,0.209,1,"Acot7","NFOL","P23","Up"
"Plekha1",0.00172684105966413,0.398933807136944,0.978,1,1,"Plekha1","NFOL","P23","Up"
"Shc1",0.00183083031545933,-1.37657337337103,0.244,0.537,1,"Shc1","NFOL","P23","Down"
"Trappc5",0.00189777266459853,-1.39134807830139,0.089,0.373,1,"Trappc5","NFOL","P23","Down"
"Riok1",0.00194946975069206,1.96707123668185,0.311,0.09,1,"Riok1","NFOL","P23","Up"
"Fen1",0.00240390943070317,-2.04602122616219,0.067,0.313,1,"Fen1","NFOL","P23","Down"
"Spsb3",0.00262256845632471,1.76509754243787,0.267,0.06,1,"Spsb3","NFOL","P23","Up"
"Pop4",0.0029519208352634,-1.46423472895237,0.178,0.433,1,"Pop4","NFOL","P23","Down"
"Ppp1r9a",0.00295396291943592,0.938986261317283,0.711,0.493,1,"Ppp1r9a","NFOL","P23","Up"
"Cds2",0.00301203671243702,1.24215053657303,0.444,0.179,1,"Cds2","NFOL","P23","Up"
"Kcna1",0.00323661908560468,1.54201410278832,0.489,0.239,1,"Kcna1","NFOL","P23","Up"
"Ccdc58",0.00324746175282245,1.37537895813529,0.333,0.104,1,"Ccdc58","NFOL","P23","Up"
"Ash1l",0.00353236482867691,0.976273876959638,0.644,0.388,1,"Ash1l","NFOL","P23","Up"
"Ilrun",0.00397012664547676,-1.06222548871737,0.311,0.567,1,"Ilrun","NFOL","P23","Down"
"Aimp2",0.00404233021008082,-2.1980733832,0.067,0.284,1,"Aimp2","NFOL","P23","Down"
"Rimoc1",0.00410532145291736,-0.633611561299146,0.8,0.91,1,"Rimoc1","NFOL","P23","Down"
"Insig1",0.00412064885263662,-0.706612798764213,0.644,0.881,1,"Insig1","NFOL","P23","Down"
"Heatr3",0.00448211887159523,0.924698528853574,0.689,0.522,1,"Heatr3","NFOL","P23","Up"
"Acss2",0.00465523533365179,-1.21072296191115,0.356,0.567,1,"Acss2","NFOL","P23","Down"
"Xpnpep1",0.00467898749657498,1.32679714236585,0.4,0.164,1,"Xpnpep1","NFOL","P23","Up"
"Map4",0.00471553226586259,0.749197034766464,0.889,0.642,1,"Map4","NFOL","P23","Up"
"Siah2",0.00476314307407383,-1.21062601797884,0.222,0.478,1,"Siah2","NFOL","P23","Down"
"Zkscan3",0.00509155100327807,1.04341811944006,0.6,0.403,1,"Zkscan3","NFOL","P23","Up"
"Dpp9",0.00524496541361294,-0.860829433254397,0.311,0.597,1,"Dpp9","NFOL","P23","Down"
"Nup214",0.00525905826954798,1.17929156750106,0.578,0.358,1,"Nup214","NFOL","P23","Up"
"Chd4",0.00527432083582312,-0.76458992718717,0.422,0.701,1,"Chd4","NFOL","P23","Down"
"Ddx47",0.00538776955195321,1.45164552711238,0.4,0.179,1,"Ddx47","NFOL","P23","Up"
"Rtcb",0.00556585977485394,0.971974825506924,0.556,0.328,1,"Rtcb","NFOL","P23","Up"
"Kifc2",0.00620382026733334,1.54431578195922,0.311,0.104,1,"Kifc2","NFOL","P23","Up"
"Zcchc2",0.0064376046057244,1.35709227607817,0.422,0.179,1,"Zcchc2","NFOL","P23","Up"
"Slc25a39",0.00654048936536869,1.62146590304774,0.311,0.104,1,"Slc25a39","NFOL","P23","Up"
"Thsd7a",0.0066339097200284,-1.20683712609737,0.244,0.493,1,"Thsd7a","NFOL","P23","Down"
"Man2c1",0.00676992092032054,1.09658168458982,0.533,0.299,1,"Man2c1","NFOL","P23","Up"
"Nfxl1",0.00712265253870518,-1.42312369331821,0.156,0.403,1,"Nfxl1","NFOL","P23","Down"
"Slc12a4",0.00719376124021184,-1.14817024869646,0.244,0.493,1,"Slc12a4","NFOL","P23","Down"
"Trappc13",0.00750034727300268,1.58996499929806,0.311,0.119,1,"Trappc13","NFOL","P23","Up"
"Exoc6b",0.00781289243770365,0.625058536579089,0.978,0.851,1,"Exoc6b","NFOL","P23","Up"
"Sprtn",0.00795942000511503,-1.4475614816324,0.111,0.343,1,"Sprtn","NFOL","P23","Down"
"Fbxo21",0.00800406880355389,-0.852049825960712,0.156,0.388,1,"Fbxo21","NFOL","P23","Down"
"Rrn3",0.00800708554725741,-1.14025741323786,0.178,0.418,1,"Rrn3","NFOL","P23","Down"
"Sox10",0.00812259516877286,-0.376858855561163,1,1,1,"Sox10","NFOL","P23","Down"
"Hcfc1r1",0.00823342160877487,-1.76124571856479,0.089,0.299,1,"Hcfc1r1","NFOL","P23","Down"
