"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","TimePoint","Regulation"
"Gsn",0.00814003286973227,0.196643943930952,0.766,0.695,1,"Gsn","Mature_OL","P56","Up"
"Mast4",0.0082129645641521,-0.295077293875931,0.496,0.599,1,"Mast4","Mature_OL","P56","Down"
"Pllp",0.00858874660122782,-0.17532762432696,0.689,0.774,1,"Pllp","Mature_OL","P56","Down"
"Tmcc3",0.0087431120930144,0.356287303617797,0.455,0.399,1,"Tmcc3","Mature_OL","P56","Up"
"Cd81",0.00899333680126571,-0.241257785456934,0.846,0.877,1,"Cd81","Mature_OL","P56","Down"
"Abhd17b",0.00902281588830229,0.346752696306445,0.532,0.478,1,"Abhd17b","Mature_OL","P56","Up"
"Arglu1",0.00981261873113109,-0.254071900069035,0.622,0.713,1,"Arglu1","Mature_OL","P56","Down"
"Cd9",0.0108093608346276,-0.328246351265334,0.432,0.515,1,"Cd9","Mature_OL","P56","Down"
"Cd47",0.0109219656819346,-0.270516802946998,0.337,0.436,1,"Cd47","Mature_OL","P56","Down"
"Luc7l",0.0116354913969718,-0.588858044927274,0.18,0.252,1,"Luc7l","Mature_OL","P56","Down"
"Olig2",0.0117028179984821,0.359432165904227,0.38,0.303,1,"Olig2","Mature_OL","P56","Up"
"Hnrnpu",0.011800468129227,-0.446178143620322,0.352,0.43,1,"Hnrnpu","Mature_OL","P56","Down"
"Osbpl1a",0.0124589030895752,-0.295945245221736,0.458,0.542,1,"Osbpl1a","Mature_OL","P56","Down"
"Tex52",0.0124601875483949,-0.435310500667055,0.254,0.329,1,"Tex52","Mature_OL","P56","Down"
"Agap3",0.0126946160347324,-0.464897810531125,0.183,0.257,1,"Agap3","Mature_OL","P56","Down"
"Ash1l",0.0128971184725782,-0.241825587401973,0.252,0.346,1,"Ash1l","Mature_OL","P56","Down"
"Cdc42ep1",0.0134848927707062,0.393641089102731,0.458,0.39,1,"Cdc42ep1","Mature_OL","P56","Up"
"Rnf13",0.0136945141797591,-0.196180315900805,0.753,0.811,1,"Rnf13","Mature_OL","P56","Down"
"Slc22a23",0.0140062724154413,0.461643321551781,0.393,0.336,1,"Slc22a23","Mature_OL","P56","Up"
"Ddx46",0.0153735078759307,-0.365391053762549,0.26,0.346,1,"Ddx46","Mature_OL","P56","Down"
"Grm7",0.0154594098293553,0.37681968584116,0.465,0.404,1,"Grm7","Mature_OL","P56","Up"
"Usp54",0.0157110251804015,0.179326643132532,0.907,0.875,1,"Usp54","Mature_OL","P56","Up"
"Sema6a",0.0159024701720733,-0.43589892095197,0.278,0.357,1,"Sema6a","Mature_OL","P56","Down"
"Tbcd",0.0161657112810584,-0.473808783165815,0.201,0.274,1,"Tbcd","Mature_OL","P56","Down"
"Folh1",0.0163451164988286,-0.354099856024076,0.262,0.344,1,"Folh1","Mature_OL","P56","Down"
"mt-Co3",0.0165670834661853,0.551582039159031,0.332,0.268,1,"mt-Co3","Mature_OL","P56","Up"
"Sik2",0.0166180045788025,0.475640556730658,0.329,0.263,1,"Sik2","Mature_OL","P56","Up"
"Snrnp70",0.0166556777884922,-0.236122965198867,0.512,0.612,1,"Snrnp70","Mature_OL","P56","Down"
"Arhgap23",0.0167815759856721,-0.138606761122747,0.625,0.735,1,"Arhgap23","Mature_OL","P56","Down"
"Tmcc1",0.0171987253575673,-0.23068639872512,0.424,0.518,1,"Tmcc1","Mature_OL","P56","Down"
"Mcoln1",0.0173005626039536,-0.313378565844815,0.262,0.351,1,"Mcoln1","Mature_OL","P56","Down"
"Ccdc163",0.0173062541147144,-0.397106977676697,0.183,0.252,1,"Ccdc163","Mature_OL","P56","Down"
"Psap",0.0179301483290748,-0.256795337568676,0.571,0.662,1,"Psap","Mature_OL","P56","Down"
"Rhou",0.0180407472462921,-0.334119096399554,0.36,0.443,1,"Rhou","Mature_OL","P56","Down"
"Araf",0.0182466105745955,-0.381041697820756,0.221,0.298,1,"Araf","Mature_OL","P56","Down"
"Cpeb2",0.0185114533976715,-0.324046143868747,0.308,0.39,1,"Cpeb2","Mature_OL","P56","Down"
"Nav1",0.0186608559833283,-0.523748599206633,0.252,0.327,1,"Nav1","Mature_OL","P56","Down"
"Nacad",0.0187914766053073,0.452349624522768,0.455,0.399,1,"Nacad","Mature_OL","P56","Up"
"Agpat3",0.0196895418752367,-0.369638817709723,0.211,0.289,1,"Agpat3","Mature_OL","P56","Down"
"Plekhg3",0.0198969371883055,-0.21761155214134,0.458,0.542,1,"Plekhg3","Mature_OL","P56","Down"
"Nkain2",0.0199650257206387,-0.36060521884583,0.311,0.408,1,"Nkain2","Mature_OL","P56","Down"
"Picalm",0.0199763504434016,0.242924226421803,0.499,0.441,1,"Picalm","Mature_OL","P56","Up"
"Qdpr",0.0200012416539364,0.188738790742769,0.866,0.789,1,"Qdpr","Mature_OL","P56","Up"
"Selenot",0.0200239290351396,-0.338642562167332,0.198,0.276,1,"Selenot","Mature_OL","P56","Down"
"Kcna1",0.0200850654251615,0.280865538355986,0.717,0.697,1,"Kcna1","Mature_OL","P56","Up"
"Utp14b",0.0205268843205655,-0.389822164868442,0.226,0.305,1,"Utp14b","Mature_OL","P56","Down"
"Dctn2",0.0209320514027029,-0.350180874852206,0.262,0.34,1,"Dctn2","Mature_OL","P56","Down"
"Pdcd6ip",0.0209897144791415,-0.24716857934443,0.47,0.566,1,"Pdcd6ip","Mature_OL","P56","Down"
"Lpar1",0.0210422052657138,-0.425236571990153,0.28,0.355,1,"Lpar1","Mature_OL","P56","Down"
"Ctnna2",0.0210717519729202,-0.41671846177273,0.285,0.355,1,"Ctnna2","Mature_OL","P56","Down"
"Bmp1",0.0217905706349969,-0.474547787850421,0.211,0.283,1,"Bmp1","Mature_OL","P56","Down"
"Rasgrp3",0.0218883450780723,0.470647734520434,0.342,0.289,1,"Rasgrp3","Mature_OL","P56","Up"
"Lpgat1",0.022085475006226,0.122371674272634,0.717,0.671,1,"Lpgat1","Mature_OL","P56","Up"
"Cmtm5",0.0224778412169976,-0.226770583952834,0.712,0.783,1,"Cmtm5","Mature_OL","P56","Down"
"Tmem33",0.022771908541674,-0.260858061107997,0.249,0.325,1,"Tmem33","Mature_OL","P56","Down"
"Rtn1",0.0233047051621183,-0.426672586963703,0.19,0.257,1,"Rtn1","Mature_OL","P56","Down"
"Zfp14",0.0233192335959765,-0.369714876976577,0.224,0.298,1,"Zfp14","Mature_OL","P56","Down"
"Usp48",0.0237108045348645,-0.314820890170838,0.242,0.32,1,"Usp48","Mature_OL","P56","Down"
"Ptcd3",0.0239055529251497,0.435238690200947,0.303,0.243,1,"Ptcd3","Mature_OL","P56","Up"
"Nrbp2",0.0240575516492679,-0.112727262059449,0.959,0.969,1,"Nrbp2","Mature_OL","P56","Down"
"Mbp",0.0243633142748433,0.0898226873571737,1,1,1,"Mbp","Mature_OL","P56","Up"
"Arnt",0.0244508913290975,0.45982983389856,0.332,0.279,1,"Arnt","Mature_OL","P56","Up"
"Mat2a",0.0246377900983549,0.184247353894092,0.769,0.768,1,"Mat2a","Mature_OL","P56","Up"
"Pom121",0.0246889159460931,-0.389432935270121,0.244,0.314,1,"Pom121","Mature_OL","P56","Down"
"Klf7",0.0247133425977947,-0.361438049488978,0.265,0.349,1,"Klf7","Mature_OL","P56","Down"
"Pgap1",0.024775963357624,-0.332860815710234,0.183,0.254,1,"Pgap1","Mature_OL","P56","Down"
"Tulp4",0.025042748626141,0.304202479374347,0.645,0.616,1,"Tulp4","Mature_OL","P56","Up"
"Npc2",0.0254378075807211,-0.561055631569876,0.19,0.25,1,"Npc2","Mature_OL","P56","Down"
"Ccpg1",0.0256353207114896,-0.361167507773346,0.224,0.298,1,"Ccpg1","Mature_OL","P56","Down"
"Fnbp4",0.0256377820765108,-0.360720458625121,0.249,0.322,1,"Fnbp4","Mature_OL","P56","Down"
"Tspan2",0.026126839325328,-0.185421653935275,0.761,0.822,1,"Tspan2","Mature_OL","P56","Down"
"Cd82",0.0268171811210903,-0.297285217390255,0.55,0.634,1,"Cd82","Mature_OL","P56","Down"
"Supt6",0.0270696141403011,0.30784861538593,0.342,0.281,1,"Supt6","Mature_OL","P56","Up"
"Slc4a2",0.027220443450954,0.290255362409268,0.46,0.399,1,"Slc4a2","Mature_OL","P56","Up"
"Rabep1",0.027271660630013,-0.306106431874291,0.221,0.296,1,"Rabep1","Mature_OL","P56","Down"
"Ppp2r3a",0.0273982012199608,-0.298884872546211,0.224,0.298,1,"Ppp2r3a","Mature_OL","P56","Down"
"Jakmip3",0.0276905755444972,0.344396628681092,0.386,0.338,1,"Jakmip3","Mature_OL","P56","Up"
"Map2k7",0.0277953350745128,-0.498264793299062,0.195,0.261,1,"Map2k7","Mature_OL","P56","Down"
"Ptn",0.028265774027559,-0.183807995820024,0.54,0.625,1,"Ptn","Mature_OL","P56","Down"
"Tmem245",0.0285400916475904,-0.374011983723558,0.272,0.342,1,"Tmem245","Mature_OL","P56","Down"
"Tnfaip6",0.0290897514803681,-0.383977560138078,0.254,0.322,1,"Tnfaip6","Mature_OL","P56","Down"
"Elavl3",0.0291493387592807,0.382478572657505,0.517,0.5,1,"Elavl3","Mature_OL","P56","Up"
"Nrd1",0.0294329793659239,0.312342005895245,0.427,0.357,1,"Nrd1","Mature_OL","P56","Up"
"Son",0.0303874720082689,0.263478758399028,0.751,0.721,1,"Son","Mature_OL","P56","Up"
"Arhgap39",0.0304156788090431,0.264051236515244,0.548,0.504,1,"Arhgap39","Mature_OL","P56","Up"
"Cyth1",0.0307511345934738,-0.135884745724022,0.681,0.765,1,"Cyth1","Mature_OL","P56","Down"
"Map2k2",0.030760422717279,-0.18097451024458,0.275,0.357,1,"Map2k2","Mature_OL","P56","Down"
"Atp6ap1",0.031086688789766,-0.339187703456686,0.422,0.493,1,"Atp6ap1","Mature_OL","P56","Down"
"Ldlrad4",0.0311090954041651,-0.331846386228525,0.219,0.289,1,"Ldlrad4","Mature_OL","P56","Down"
"Arap2",0.0313592568782257,0.431479538383273,0.355,0.298,1,"Arap2","Mature_OL","P56","Up"
"Kat6b",0.0314868325169833,0.413989777668776,0.303,0.241,1,"Kat6b","Mature_OL","P56","Up"
"Zgpat",0.0315239517119149,-0.303187653556126,0.267,0.344,1,"Zgpat","Mature_OL","P56","Down"
"Edem1",0.0317717987199965,-0.352301637671404,0.237,0.309,1,"Edem1","Mature_OL","P56","Down"
"Rab24",0.0320733364310389,0.377034292907492,0.257,0.2,1,"Rab24","Mature_OL","P56","Up"
"Klf13",0.0325580042156215,-0.370694836618016,0.265,0.333,1,"Klf13","Mature_OL","P56","Down"
"Ddx17",0.032828635119373,-0.173120203720641,0.864,0.925,1,"Ddx17","Mature_OL","P56","Down"
"Adamts4",0.0334861656521701,0.223288814357871,0.738,0.691,1,"Adamts4","Mature_OL","P56","Up"
"Brd4",0.033698337585074,0.357254045992646,0.411,0.355,1,"Brd4","Mature_OL","P56","Up"
"Kif5b",0.0343500229440347,0.382766370116872,0.337,0.283,1,"Kif5b","Mature_OL","P56","Up"
"Apod",0.0345292853801016,-0.193179442446538,0.949,0.974,1,"Apod","Mature_OL","P56","Down"
"Prima1",0.0350481812844389,-0.263928165363854,0.311,0.393,1,"Prima1","Mature_OL","P56","Down"
"Arnt2",0.0357186920210452,0.33162039898491,0.512,0.467,1,"Arnt2","Mature_OL","P56","Up"
"Lap3",0.0358595545800721,0.388571592803028,0.398,0.34,1,"Lap3","Mature_OL","P56","Up"
"Endod1",0.036097375063516,0.220628626364154,0.645,0.612,1,"Endod1","Mature_OL","P56","Up"
"Xpo1",0.0383368659499792,0.560586101908128,0.26,0.213,1,"Xpo1","Mature_OL","P56","Up"
"Zfp532",0.0390592636092358,-0.206647631420039,0.496,0.572,1,"Zfp532","Mature_OL","P56","Down"
"Sulf2",0.0410964113547148,-0.275770270948697,0.257,0.327,1,"Sulf2","Mature_OL","P56","Down"
"Zfp280c",0.041220360470962,0.131455344819435,0.73,0.689,1,"Zfp280c","Mature_OL","P56","Up"
"Ppp6r2",0.0414960186592461,-0.155137326770406,0.19,0.261,1,"Ppp6r2","Mature_OL","P56","Down"
"Prkacb",0.0415087951268912,-0.264233941957759,0.262,0.331,1,"Prkacb","Mature_OL","P56","Down"
"Nfe2l3",0.0415196400124761,-0.355498773687947,0.224,0.287,1,"Nfe2l3","Mature_OL","P56","Down"
"Itprid2",0.0421370499649252,0.256793306702423,0.491,0.447,1,"Itprid2","Mature_OL","P56","Up"
"Mboat1",0.0421886328134473,0.308951948900001,0.406,0.344,1,"Mboat1","Mature_OL","P56","Up"
"Pafah1b2",0.0421924811228115,-0.261113103430928,0.193,0.259,1,"Pafah1b2","Mature_OL","P56","Down"
"Hsd17b12",0.0428501323821859,-0.323444075808795,0.195,0.259,1,"Hsd17b12","Mature_OL","P56","Down"
"Plcl1",0.0430475291767968,-0.353744150330482,0.198,0.257,1,"Plcl1","Mature_OL","P56","Down"
"Cpeb4",0.043225583219451,0.41318179651893,0.332,0.289,1,"Cpeb4","Mature_OL","P56","Up"
"Fads6",0.0433374420126598,-0.269275191120872,0.342,0.41,1,"Fads6","Mature_OL","P56","Down"
"Scg5",0.0454191621896478,-0.380055428144145,0.206,0.265,1,"Scg5","Mature_OL","P56","Down"
"Adamtsl4",0.0459176264806728,-0.244981741311745,0.46,0.513,1,"Adamtsl4","Mature_OL","P56","Down"
"Dennd1a",0.0460129769503851,-0.282827098150881,0.226,0.294,1,"Dennd1a","Mature_OL","P56","Down"
"Bcap31",0.0467015892472266,-0.231260637857942,0.265,0.331,1,"Bcap31","Mature_OL","P56","Down"
"Pabpn1",0.0470532185429711,-0.181546030621791,0.697,0.763,1,"Pabpn1","Mature_OL","P56","Down"
"Pnisr",0.0472453003832457,-0.200194527126899,0.668,0.752,1,"Pnisr","Mature_OL","P56","Down"
"Prkcz",0.0473137410522168,0.372308359836264,0.314,0.259,1,"Prkcz","Mature_OL","P56","Up"
"Dip2b",0.0476434491515664,0.247562457437539,0.437,0.373,1,"Dip2b","Mature_OL","P56","Up"
"Nkain1",0.0483652543531429,-0.320216934730234,0.398,0.48,1,"Nkain1","Mature_OL","P56","Down"
"Pkm",0.048776689067005,-0.382594194428498,0.27,0.329,1,"Pkm","Mature_OL","P56","Down"
"Prpf8",0.0516114745926787,0.349138398245596,0.26,0.211,1,"Prpf8","Mature_OL","P56","Up"
"Olig1",0.0521642064383309,0.353191267639791,0.422,0.371,1,"Olig1","Mature_OL","P56","Up"
"Ncoa3",0.052385133279663,-0.183371727342532,0.494,0.559,1,"Ncoa3","Mature_OL","P56","Down"
"Nktr",0.0527465975514889,0.357917299986525,0.414,0.375,1,"Nktr","Mature_OL","P56","Up"
"Dazap1",0.0528700924484523,0.307097455807096,0.424,0.373,1,"Dazap1","Mature_OL","P56","Up"
"Desi1",0.0533213225920066,0.374005782982225,0.445,0.406,1,"Desi1","Mature_OL","P56","Up"
"Gjb1",0.0533856709968126,-0.283372518835091,0.45,0.496,1,"Gjb1","Mature_OL","P56","Down"
"Polr3e",0.0536669705207695,0.33303357126893,0.53,0.491,1,"Polr3e","Mature_OL","P56","Up"
"Dvl1",0.054192149078351,0.445936008520593,0.272,0.224,1,"Dvl1","Mature_OL","P56","Up"
"Sox10",0.0545204251462065,0.254742343440473,0.694,0.636,1,"Sox10","Mature_OL","P56","Up"
"Jmjd6",0.0547378108986292,0.366238588069379,0.306,0.243,1,"Jmjd6","Mature_OL","P56","Up"
"Plekhf1",0.0548084215196486,-0.359208432388717,0.203,0.261,1,"Plekhf1","Mature_OL","P56","Down"
"Pard3",0.0552925635182429,-0.294224912779081,0.262,0.336,1,"Pard3","Mature_OL","P56","Down"
"Mapre3",0.0565282797820753,-0.2015588094927,0.357,0.436,1,"Mapre3","Mature_OL","P56","Down"
"Slc6a9",0.056617269756844,-0.213757973470798,0.419,0.493,1,"Slc6a9","Mature_OL","P56","Down"
"Cdip1",0.0567447535659289,-0.306559659136847,0.27,0.338,1,"Cdip1","Mature_OL","P56","Down"
"R3hdm1",0.0573354638330574,0.241425166829787,0.573,0.513,1,"R3hdm1","Mature_OL","P56","Up"
"Psat1",0.0584296473088285,-0.291705609589971,0.239,0.305,1,"Psat1","Mature_OL","P56","Down"
"Hnrnph1",0.0585024303880689,0.424387156580538,0.306,0.261,1,"Hnrnph1","Mature_OL","P56","Up"
"Cercam",0.0585355719213283,-0.258110008034268,0.422,0.48,1,"Cercam","Mature_OL","P56","Down"
"mt-Cytb",0.0588660109746074,0.517666968064083,0.278,0.23,1,"mt-Cytb","Mature_OL","P56","Up"
"Mag",0.0591047350217426,-0.0644017786561806,1,1,1,"Mag","Mature_OL","P56","Down"
"Atxn2l",0.059161880970033,-0.184560499312696,0.388,0.465,1,"Atxn2l","Mature_OL","P56","Down"
"Pttg1",0.0602305163772187,0.476791505224419,0.262,0.219,1,"Pttg1","Mature_OL","P56","Up"
"Selenop",0.0611381064657361,0.288990503832049,0.46,0.401,1,"Selenop","Mature_OL","P56","Up"
"Srpk2",0.0615698372118508,0.282755765782402,0.347,0.296,1,"Srpk2","Mature_OL","P56","Up"
"Cers2",0.0624713082268787,-0.126034475679685,0.638,0.721,1,"Cers2","Mature_OL","P56","Down"
"Myo18a",0.0625229669594654,-0.190672447758817,0.303,0.373,1,"Myo18a","Mature_OL","P56","Down"
"Pak1",0.0632872084622379,0.198232069047795,0.699,0.693,1,"Pak1","Mature_OL","P56","Up"
"Nipa1",0.0633843703236223,-0.332622644653148,0.237,0.296,1,"Nipa1","Mature_OL","P56","Down"
"Snrpn",0.06387726751366,-0.270255257543925,0.283,0.344,1,"Snrpn","Mature_OL","P56","Down"
"Gpr37",0.0639285053174782,-0.130501932041651,0.753,0.829,1,"Gpr37","Mature_OL","P56","Down"
"Brwd1",0.0644531632541109,-0.180301111848543,0.332,0.408,1,"Brwd1","Mature_OL","P56","Down"
"Dusp26",0.0650574615862536,0.313868041123604,0.314,0.259,1,"Dusp26","Mature_OL","P56","Up"
"Nsmf",0.0654112953773387,-0.216786427780933,0.622,0.662,1,"Nsmf","Mature_OL","P56","Down"
"Rubcn",0.0655404825558837,0.455618624271406,0.298,0.261,1,"Rubcn","Mature_OL","P56","Up"
"Rsrc2",0.0656825749935126,0.24495446877729,0.319,0.268,1,"Rsrc2","Mature_OL","P56","Up"
"Dscaml1",0.0665575399144449,-0.279646584393633,0.406,0.471,1,"Dscaml1","Mature_OL","P56","Down"
"Ubn2",0.0673380243211974,0.376014584022861,0.29,0.241,1,"Ubn2","Mature_OL","P56","Up"
"Otud7b",0.0673418708862393,0.154682044199947,0.64,0.616,1,"Otud7b","Mature_OL","P56","Up"
"Uty",0.0674633530222126,-0.321345714226121,0.203,0.263,1,"Uty","Mature_OL","P56","Down"
"Mon2",0.0676056870035019,-0.228365135708221,0.339,0.412,1,"Mon2","Mature_OL","P56","Down"
"Cadm1",0.0680954159639787,-0.19542572222671,0.301,0.373,1,"Cadm1","Mature_OL","P56","Down"
"Iqsec1",0.0683187871553211,0.41370955780653,0.375,0.333,1,"Iqsec1","Mature_OL","P56","Up"
"Clcn2",0.0683659121741919,-0.287032904437689,0.278,0.34,1,"Clcn2","Mature_OL","P56","Down"
"Phf12",0.0685565524588224,-0.257222127347568,0.234,0.298,1,"Phf12","Mature_OL","P56","Down"
"Fnip2",0.0686141908311226,0.3162232648668,0.298,0.252,1,"Fnip2","Mature_OL","P56","Up"
"Tspan3",0.0690693535624905,-0.157003315882036,0.288,0.362,1,"Tspan3","Mature_OL","P56","Down"
"Atat1",0.0694438912543038,-0.38814394332768,0.219,0.27,1,"Atat1","Mature_OL","P56","Down"
"Safb2",0.0698585704168088,0.242262039190548,0.478,0.432,1,"Safb2","Mature_OL","P56","Up"
"Myo1d",0.0705992143633845,0.234787404394183,0.586,0.561,1,"Myo1d","Mature_OL","P56","Up"
"Chmp7",0.0706058932818064,-0.280089321935264,0.347,0.406,1,"Chmp7","Mature_OL","P56","Down"
"Tial1",0.0709177981081744,0.126193961027028,0.684,0.671,1,"Tial1","Mature_OL","P56","Up"
"Zdhhc9",0.0716601966547103,0.355482406086777,0.36,0.309,1,"Zdhhc9","Mature_OL","P56","Up"
"Eps15",0.0717721856305605,0.243926818807029,0.442,0.39,1,"Eps15","Mature_OL","P56","Up"
"Pi4ka",0.0721312743837779,-0.248592635130697,0.219,0.287,1,"Pi4ka","Mature_OL","P56","Down"
"Timp2",0.0728416146989298,-0.289353924390843,0.213,0.272,1,"Timp2","Mature_OL","P56","Down"
"Phf14",0.0730628319401716,-0.207159336829231,0.319,0.388,1,"Phf14","Mature_OL","P56","Down"
"Ube4a",0.0733338766698329,-0.349662277192503,0.224,0.276,1,"Ube4a","Mature_OL","P56","Down"
