"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","TimePoint","Regulation"
"Ttr",1.12931008232181e-06,-2.29386012336144,0.226,0.529,0.0195765902770485,"Ttr","OPC","P00","Down"
"Clip1",4.21597255082235e-06,1.5746439596105,0.369,0.092,0.0730838841685055,"Clip1","OPC","P00","Up"
"Brox",6.22470199762838e-06,1.64443267254429,0.405,0.118,0.107905209128888,"Brox","OPC","P00","Up"
"Dis3",1.3458142951971e-05,1.58757680184374,0.393,0.126,0.233296908072418,"Dis3","OPC","P00","Up"
"Sar1b",1.50678953216551e-05,1.2052856911515,0.429,0.134,0.261201965400891,"Sar1b","OPC","P00","Up"
"Matn4",3.19911018635795e-05,0.845932059929496,0.702,0.345,0.554565750805151,"Matn4","OPC","P00","Up"
"Adamts9",4.65368538166144e-05,0.966781206637574,0.405,0.134,0.806716360911011,"Adamts9","OPC","P00","Up"
"Dpysl4",4.69167893822777e-05,1.23360135605937,0.405,0.126,0.813302543941784,"Dpysl4","OPC","P00","Up"
"Nasp",5.93153982608296e-05,0.830272996391606,0.571,0.261,1,"Nasp","OPC","P00","Up"
"Kif5b",6.57229149250508e-05,1.13379383839136,0.548,0.269,1,"Kif5b","OPC","P00","Up"
"Tdrd7",6.58417367616161e-05,0.792296585865397,0.762,0.479,1,"Tdrd7","OPC","P00","Up"
"Mvk",6.78309415348117e-05,1.63102415754589,0.333,0.101,1,"Mvk","OPC","P00","Up"
"Smyd2",7.60431797974436e-05,1.11099496889127,0.583,0.294,1,"Smyd2","OPC","P00","Up"
"Cacna1e",8.41604264625053e-05,1.16574778836056,0.417,0.151,1,"Cacna1e","OPC","P00","Up"
"Mxd4",9.45527770238944e-05,1.41434366482791,0.31,0.084,1,"Mxd4","OPC","P00","Up"
"Uap1",9.49410293872086e-05,1.45580565389616,0.298,0.084,1,"Uap1","OPC","P00","Up"
"Zrsr2",0.000104834686563556,1.7094226297854,0.31,0.092,1,"Zrsr2","OPC","P00","Up"
"Ctnnd2",0.000133743538018802,0.767519710269838,0.679,0.345,1,"Ctnnd2","OPC","P00","Up"
"Sidt2",0.00014834965633606,1.8024587562453,0.25,0.059,1,"Sidt2","OPC","P00","Up"
"Pus10",0.000151927897616331,1.35867436553069,0.369,0.134,1,"Pus10","OPC","P00","Up"
"Cntn6",0.000167962811159849,1.72891639547059,0.31,0.101,1,"Cntn6","OPC","P00","Up"
"Snrnp70",0.000178019363787072,0.622455955856026,0.881,0.563,1,"Snrnp70","OPC","P00","Up"
"Traf3ip1",0.000199618228203837,1.69683771142681,0.262,0.067,1,"Traf3ip1","OPC","P00","Up"
"Sall3",0.000212605263730758,1.09292092774934,0.619,0.345,1,"Sall3","OPC","P00","Up"
"Dnajc7",0.000279942854953944,0.881415247167647,0.631,0.37,1,"Dnajc7","OPC","P00","Up"
"Zdhhc18",0.000290636956516407,0.674555001503565,0.321,0.101,1,"Zdhhc18","OPC","P00","Up"
"Arhgef3",0.000310057974175696,1.03714081173661,0.381,0.134,1,"Arhgef3","OPC","P00","Up"
"Gga2",0.000316837831425451,1.07983814912107,0.286,0.084,1,"Gga2","OPC","P00","Up"
"Fyttd1",0.00031819035222803,0.967742982094702,0.548,0.261,1,"Fyttd1","OPC","P00","Up"
"Ppp4r1",0.000329584899079829,1.20663528613659,0.393,0.16,1,"Ppp4r1","OPC","P00","Up"
"Col9a3",0.000361165705335875,0.903284262252204,0.655,0.412,1,"Col9a3","OPC","P00","Up"
"Psmf1",0.00037078719776518,1.52777120439129,0.25,0.067,1,"Psmf1","OPC","P00","Up"
"Ddx50",0.00041031372564613,0.789026394103376,0.607,0.328,1,"Ddx50","OPC","P00","Up"
"Gtf2f2",0.0004320923425083,1.13747239998626,0.429,0.193,1,"Gtf2f2","OPC","P00","Up"
"Rapgefl1",0.000524355555624375,1.81523594484247,0.25,0.076,1,"Rapgefl1","OPC","P00","Up"
"Marcksl1",0.000528757954191711,-0.981216659097485,0.405,0.605,1,"Marcksl1","OPC","P00","Down"
"Hdac2",0.000575076647448034,0.829529962379935,0.5,0.218,1,"Hdac2","OPC","P00","Up"
"Ctbp1",0.000605169564504882,1.11035514942421,0.464,0.227,1,"Ctbp1","OPC","P00","Up"
"Chn1",0.000627533645831813,-2.23845706188412,0.095,0.277,1,"Chn1","OPC","P00","Down"
"Sf3b3",0.00062812000383439,1.01537838895079,0.548,0.311,1,"Sf3b3","OPC","P00","Up"
"Fmr1",0.000634439803014056,0.80628928258398,0.571,0.294,1,"Fmr1","OPC","P00","Up"
"Cyc1",0.000635738144989428,0.893952955482536,0.44,0.202,1,"Cyc1","OPC","P00","Up"
"Ramp1",0.000649517196183426,1.28615653927056,0.31,0.109,1,"Ramp1","OPC","P00","Up"
"Reep2",0.000676614944974998,0.981902453525834,0.452,0.202,1,"Reep2","OPC","P00","Up"
"Thumpd1",0.000678663565682963,0.657307377265537,0.298,0.101,1,"Thumpd1","OPC","P00","Up"
"Parp2",0.000712610025815702,1.05857356707116,0.452,0.227,1,"Parp2","OPC","P00","Up"
"Nim1k",0.000715078902944661,1.29822067444139,0.333,0.126,1,"Nim1k","OPC","P00","Up"
"Eif2s3y",0.000717805657424703,-0.790351759317019,0.321,0.622,1,"Eif2s3y","OPC","P00","Down"
"Rbm39",0.000724897397967107,0.65741153668806,0.679,0.429,1,"Rbm39","OPC","P00","Up"
"Sf3b2",0.000760546445061569,0.744030455441529,0.619,0.311,1,"Sf3b2","OPC","P00","Up"
"Rgs9",0.000778820310805355,1.26173899126941,0.345,0.134,1,"Rgs9","OPC","P00","Up"
"Ttll4",0.00082523621827752,0.927865937260072,0.381,0.151,1,"Ttll4","OPC","P00","Up"
"Rexo4",0.000860584801181448,1.42851816480435,0.321,0.126,1,"Rexo4","OPC","P00","Up"
"Trim44",0.000897516440752993,0.606027911857718,0.702,0.471,1,"Trim44","OPC","P00","Up"
"Grid2",0.000899619900808252,1.07491912600225,0.345,0.134,1,"Grid2","OPC","P00","Up"
"Fam171a1",0.00093027627415779,1.27560505948862,0.25,0.076,1,"Fam171a1","OPC","P00","Up"
"Ide",0.000943386007259564,0.566030205112073,0.548,0.269,1,"Ide","OPC","P00","Up"
"Zfp329",0.00094796801009776,0.900295549872779,0.476,0.227,1,"Zfp329","OPC","P00","Up"
"Chuk",0.00095146177818847,0.936719135955234,0.5,0.269,1,"Chuk","OPC","P00","Up"
"Lsm14a",0.000968598230617639,1.21083735238874,0.464,0.252,1,"Lsm14a","OPC","P00","Up"
"Pi4k2a",0.00101921513917616,1.26768020944245,0.31,0.118,1,"Pi4k2a","OPC","P00","Up"
"Rbbp6",0.00102540437929532,0.555071851158055,0.798,0.538,1,"Rbbp6","OPC","P00","Up"
"Src",0.00105723993280046,0.531982242243735,0.571,0.294,1,"Src","OPC","P00","Up"
"Gphn",0.00109508545334129,0.77406088377898,0.333,0.126,1,"Gphn","OPC","P00","Up"
"Ints7",0.00117287787651315,0.851333204126064,0.44,0.202,1,"Ints7","OPC","P00","Up"
"Gpam",0.00118276122099264,0.766957685970873,0.393,0.16,1,"Gpam","OPC","P00","Up"
"Ssr4",0.00118693735460111,1.21303604171993,0.357,0.151,1,"Ssr4","OPC","P00","Up"
"Ptpdc1",0.0012150444620629,0.431479882168611,0.512,0.244,1,"Ptpdc1","OPC","P00","Up"
"Cryzl1",0.00122319312821421,0.675548240608402,0.655,0.387,1,"Cryzl1","OPC","P00","Up"
"Wbp1l",0.00124636888260936,0.979421208156505,0.345,0.143,1,"Wbp1l","OPC","P00","Up"
"Spg7",0.00130153032436914,0.5406833446005,0.714,0.454,1,"Spg7","OPC","P00","Up"
"Aagab",0.00133511859507651,1.10318230705413,0.31,0.118,1,"Aagab","OPC","P00","Up"
"Pfn2",0.00137898310381466,1.06753751947953,0.452,0.235,1,"Pfn2","OPC","P00","Up"
"Mapre3",0.00151107999973783,0.571520306726444,0.714,0.454,1,"Mapre3","OPC","P00","Up"
"Zfp36l2",0.00156165821783741,0.785816482357807,0.476,0.244,1,"Zfp36l2","OPC","P00","Up"
"Ube2f",0.00159230685155871,1.12596490843747,0.381,0.185,1,"Ube2f","OPC","P00","Up"
"Olig2",0.00171251700522896,0.403639947347497,0.976,0.891,1,"Olig2","OPC","P00","Up"
"Tex2",0.00172416430251413,0.74097337258952,0.321,0.118,1,"Tex2","OPC","P00","Up"
"Commd7",0.00182012992032211,1.24010344180614,0.274,0.101,1,"Commd7","OPC","P00","Up"
"Cand1",0.00182327727025081,0.813872926860106,0.488,0.261,1,"Cand1","OPC","P00","Up"
"Uxs1",0.00185633403134986,1.3550528545404,0.25,0.084,1,"Uxs1","OPC","P00","Up"
"Paxbp1",0.00190999834465826,0.479902699740436,0.845,0.622,1,"Paxbp1","OPC","P00","Up"
"Qki",0.00192542479374231,-0.323866800926407,0.988,0.95,1,"Qki","OPC","P00","Down"
"Pcnp",0.00193159833835357,0.675375050608705,0.464,0.218,1,"Pcnp","OPC","P00","Up"
"Ecd",0.00194091858666063,0.685833534378642,0.417,0.193,1,"Ecd","OPC","P00","Up"
"Tcf12",0.001945943472289,0.613514351563447,0.726,0.513,1,"Tcf12","OPC","P00","Up"
"Cacna2d2",0.00196001747117674,0.673458505641723,0.298,0.109,1,"Cacna2d2","OPC","P00","Up"
"Ccdc58",0.00202111754032426,0.381510535578145,0.405,0.168,1,"Ccdc58","OPC","P00","Up"
"Gtf2a2",0.00206261783523265,0.818238056572186,0.393,0.185,1,"Gtf2a2","OPC","P00","Up"
"Agtpbp1",0.00206922097740366,0.597196163254276,0.56,0.303,1,"Agtpbp1","OPC","P00","Up"
"Rnf19a",0.00212988525057772,0.548736274970396,0.274,0.092,1,"Rnf19a","OPC","P00","Up"
"Gpm6a",0.00216683567058916,-0.373281234854525,0.976,0.95,1,"Gpm6a","OPC","P00","Down"
"Ddx56",0.00217490054743016,1.07116031663077,0.31,0.134,1,"Ddx56","OPC","P00","Up"
"Chd5",0.00219750085482323,0.63797515560142,0.393,0.176,1,"Chd5","OPC","P00","Up"
